ID,Neurodiversity,Posted By,Employer,Post Type,Time Posted,Content,Likes,Comments,Shares,Timestamp Collected,Post URL,Post ID,hashtags,diseases,medical_advice,topic,workplace_related,medical_medicine_related,discrimination,medicine_related,relational_challenges,social_emotional_challenges,managing_diseases,summarize
810,Anxiety,"an Office Administrator, HR Assistant",San Diego State University,Human Resources,3 months,"I just accepted a job offer, and did not mention anything about my relationship status or my child (single mom). I would like to make it known to my team that there will inevitably be days that I have to call out due to a sick child (18 months old) and my anxiety is stressing me out thinking I'm going to ruin this great opportunity if I have to call out within the first 3 months.

What would you all recommend I do, how would you approach a new manager/team? If at all. Thanks in advance!",2,7,0,2024-09-17 18:39:04,https://www.fishbowlapp.com/post/i-just-accepted-a-job-offer-and-did-not-mention-anything-about-my-relationship-status-or-my-child-single-mom-i-would-like-to,653,No hashtags found,Anxiety,No.,Disclosing family responsibilities.,Yes.,No.,No.,No.,No.,No.,No.,The main topic is how to approach a new manager/team about potential absences due to being a single parent with a sick child.
811,Anxiety,an Associate,San Diego State University,Big Law,4 months,"When is a good time to go in house financially? I am almost finished my student debt but have nothing saved aside from that. Worried I won’t be able to live in NYC without this job, but don’t know how much longer I can handle the anxiety",2,5,0,2024-09-17 18:39:27,https://www.fishbowlapp.com/post/when-is-a-good-time-to-go-in-house-financially-i-am-almost-finished-my-student-debt-but-have-nothing-saved-aside-from-that-worried,654,No hashtags found,Anxiety,No.,Financial stability and career.,Yes.,No.,No.,No.,No.,No.,No.,The main topic is financial concerns and the decision to transition to an in-house job.
812,Anxiety,a Customer Service Representative,San Diego State University,Depression/Anxiety Talk,a year,Is there anyone who has GAD ( Generalized Anxiety Disorder) I was diagnosed at 18 I am now 35 and I am wondering if there is any permanent paperwork that can be issued when it comes to jobs. I have of course had FMLA but that takes a whole year just to get. Can anyone give me some tips or personal experience cause I’ve quit 2 jobs in the past 2 years back to back. Maybe I’m overthinking this whole process but when I’m in interviews I always say I wasn’t culturally fit.,6,8,1,2024-09-17 18:39:52,https://www.fishbowlapp.com/post/is-there-anyone-who-has-gad-generalized-anxiety-disorder-i-was-diagnosed-at-18-i-am-now-35-and-i-am-wondering-if-there-is-any,655,No hashtags found,Anxiety,No.,Employment with GAD,Yes.,No.,No.,No.,No.,No.,No.,The key topic is employment challenges faced by individuals with Generalized Anxiety Disorder (GAD).
813,Anxiety,a Consultant 1,San Diego State University,Depression/Anxiety Talk,10 months,"Hello folks, hope you are all doing well. A few days ago, my counselor told me that the leadership believes my performance is off the track. It came as a huge surprise to me, and needless to say, it has spiked up my anxiety. It’s been very hard for me to focus on anything. I have obviously started looking for other jobs. But I wanted to ask for any tips or suggestions that can help me calm down",2,4,0,2024-09-17 18:40:10,https://www.fishbowlapp.com/post/hello-folks-hope-you-are-all-doing-well-a-few-days-ago-my-counselor-told-me-that-the-leadership-believes-my-performance-is,656,No hashtags found,Anxiety,No.,Performance anxiety at work.,Yes.,No.,No.,No.,No.,No.,No.,The main topic is the individual's anxiety and job performance concerns after being informed by their counselor that their leadership believes their performance is off track.
814,Anxiety,a Data Analyst,San Diego State University,Staying Healthy,6 months,"Anyone have 2 gym memberships?

So I’m currently using planet fitness, been going for a year so I’m used to it and the people.

But there’s this new year that I like because they have a full body scan & sauna (about the same price as Planet Fitness). I would like to switch to this gym but when i think about it. anxiety and fear creeps up on me. They have great machines, way more than PF but it’s also an open space compared to PF where I can still hide from the world.

Confused 🥲",3,10,0,2024-09-17 18:40:33,https://www.fishbowlapp.com/post/anyone-have-2-gym-memberships-so-im-currently-using-planet-fitness-been-going-for-a-year-so-im-used-to-it-and-the-people-but,657,No hashtags found,Anxiety,No.,Gym Memberships.,No.,No.,No.,No.,No.,No.,No.,The main topic is the decision to switch from one gym to another due to the availability of additional amenities and the anxiety and fear associated with the change.
815,Anxiety,a Transcriptionist 1,San Diego State University,Depression/Anxiety Talk,9 months,"Been struggling with hypochondria (health anxiety) for a few years on and off. It's so hard to not notice every symptom in your body and think of the worst case. Have recently found some tools through therapy to keep fighting this evil inside of me. The mental relief when it goes away is incredible, it's like your eyes see light again.
To anyone struggling with health anxiety: you're not alone!",9,5,0,2024-09-17 18:40:57,https://www.fishbowlapp.com/post/been-struggling-with-hypochondria-health-anxiety-for-a-few-years-on-and-off-its-so-hard-to-not-notice-every-symptom-in-your,658,No hashtags found,Anxiety,No.,Health anxiety.,No.,No.,No.,No.,No.,No.,No.,The key topic is health anxiety or hypochondria and the struggle to overcome it through therapy.
816,Anxiety,a Product Engineer,San Diego State University,Engineering,2 months,"How do you deal with the anxiety of coming back from a long PTO vacation knowing there’s mounds of work stacked for you? I start work tomorrow after a long vacation and the anxiety is eating me up, any useful tips are welcome",3,6,1,2024-09-17 18:41:21,https://www.fishbowlapp.com/post/how-do-you-deal-with-the-anxiety-of-coming-back-from-a-long-pto-vacation-knowing-theres-mounds-of-work-stacked-for-you-i-start,659,No hashtags found,Anxiety,No.,Post-vacation work,Yes.,No.,No.,No.,No.,No.,No.,The key topic is dealing with anxiety when returning to work after a long vacation.
817,Anxiety,,San Diego State University,Confession,6 months,Do you take meds for anxiety and/or depression? Why or why not?,1,9,0,2024-09-17 18:42:14,https://www.fishbowlapp.com/post/do-you-take-meds-for-anxiety-andor-depression-why-or-why-not,661,No hashtags found,Depression,No.,Mental health medication.,No.,No.,No.,Yes.,No.,No.,Yes.,The main topic is medication for anxiety and depression.
818,Anxiety,an Office Coordinator,San Diego State University,The Worklife Bowl,7 months,I recently got diagnosed with a condition that causes me to faint often and I am trying to find a work from home job because driving gives me anxiety and I feel with my health it would be a lot easier. I have 10 years of experience in healthcare but I just can’t seem to find a remote job! Any advice?,3,12,1,2024-09-17 18:42:54,https://www.fishbowlapp.com/post/i-recently-got-diagnosed-with-a-condition-that-causes-me-to-faint-often-and-i-am-trying-to-find-a-work-from-home-job-because,662,No hashtags found,Anxiety,No.,Remote job search advice.,Yes.,No.,No.,No.,No.,No.,No.,The key topic is the search for a work from home job due to a health condition that causes fainting and anxiety while driving.
819,Anxiety,an Associate,San Diego State University,Real Estate - Law,3 months,"I don’t mean to be a millennial associate and complain about phone calls, but I will for a second. We’re not afraid of them and don’t need to reduce everything to anxiety or something, but impromptu cold calls can be so disruptive to working. Sometimes I’ll have a call list of 6 people long for non urgent things. I feel like even a “can you do a quick call” email would be revolutionarily beneficial.",2,6,0,2024-09-17 18:43:18,https://www.fishbowlapp.com/post/i-dont-mean-to-be-a-millennial-associate-and-complain-about-phone-calls-but-i-will-for-a-second-were-not-afraid-of-them-and-dont,663,No hashtags found,Anxiety,No.,Disruptive nature of,Yes.,No.,No.,No.,No.,No.,No.,The main topic is the disruptive nature of impromptu cold calls in the workplace and the potential benefits of using alternative communication methods.
820,Anxiety,an Investment Analyst,San Diego State University,ADHD Professionals,8 months,"My company is going through the hiring process right now (I joined only ~1 year ago). Now that I’m on the other side of the interview table, I’m much more aware of how selective my team is… given all the negative commentary provided about some of the candidates, it’s eating me up inside to consider what negative comments came up about me during the process.

I got the job, so clearly I did something right. But how do I let go of these thoughts (playing on my ADHD/rejection sensitivity/anxiety)?",6,4,2,2024-09-17 18:43:41,https://www.fishbowlapp.com/post/my-company-is-going-through-the-hiring-process-right-now-i-joined-only-1-year-ago-now-that-im-on-the-other-side-of-the-interview-o8xn-5,664,No hashtags found,ADHD,No.,Overcoming interview anxiety.,Yes.,No.,No.,No.,No.,No.,No.,The main topic is the anxiety and concern of an employee who recently joined a company and is now worried about negative comments made about them during the hiring process.
821,Anxiety,a Senior Consultant,San Diego State University,Consulting,8 months,Recognizing every anxious person who has to go through pre interview anxiety and post interview overthinking. You’re not alone. I just finished my crying session before an interview.,19,4,0,2024-09-17 18:43:54,https://www.fishbowlapp.com/post/recognizing-every-anxious-person-who-has-to-go-through-pre-interview-anxiety-and-post-interview-overthinking-youre-not,665,No hashtags found,Anxiety,No.,Interview anxiety.,Yes.,No.,No.,No.,No.,No.,No.,The key topic is pre and post interview anxiety experienced by anxious individuals.
822,Anxiety,a Senior Associate,San Diego State University,Confession,a year,"The constant laid off messages on LinkedIn are just really getting to me. I feel for folks I’m so sorry , and then I start to get anxiety:( uh hang in there everyone",20,8,0,2024-09-17 18:44:17,https://www.fishbowlapp.com/post/the-constant-laid-off-messages-on-linkedin-are-just-really-getting-to-me-i-feel-for-folks-im-so-sorry-and-then-i-start-to-get,666,No hashtags found,Anxiety,No.,LinkedIn layoffs.,No.,No.,No.,No.,No.,No.,No.,The main topic is the emotional impact of frequent layoff messages on LinkedIn.
823,Anxiety,,San Diego State University,Depression/Anxiety Talk,4 months,"It's becoming increasingly tough for me to force a smile at work and remain positive every day. Despite leading a team and having to be motivating I'm struggling to keep up. I'm barely hanging on, desperately trying to retain my job which feels like it's slipping away. My anxiety is overwhelming, and I'm unsure how much longer I can cope. I feel like I'm suffocating. How do you manage work while dealing with depression?",8,5,0,2024-09-17 18:45:29,https://www.fishbowlapp.com/post/its-becoming-increasingly-tough-for-me-to-force-a-smile-at-work-and-remain-positive-daily-despite-leading-a-team-and-having-to,668,No hashtags found,Depression,Yes.,Managing depression at work.,Yes.,No.,No.,No.,Yes.,No.,No.,The key topic is coping with depression in the workplace.
824,Anxiety,a Digital Marketing Manager 1,San Diego State University,Depression/Anxiety Talk,3 months,"Does anyone have experience with mood stabilizers / anxiety medication that they would like to share?

Context depression / addiction runs in my family (lost 3 uncles to suicide and both parents to addiction) and I've been struggling mentally as I get older.

I avoid alcohol / medication due to family history but I've found over the last few years I've been withdrawing from friends / family & finding myself in longer periods of feeling ""blue"" without a root cause reason.",2,6,1,2024-09-17 18:46:09,https://www.fishbowlapp.com/post/does-anyone-have-experience-with-mood-stabilizers-anxiety-medication-that-they-would-like-to-sharecontext-depression,669,No hashtags found,Depression,Yes.,Mood stabilizers/an,No.,Yes.,No.,Yes.,No.,No.,Yes.,The key topic is seeking advice on mood stabilizers/anxiety medication for mental health struggles related to a family history of depression and addiction.
825,Anxiety,an Associate,San Diego State University,Depression/Anxiety Talk,7 months,"I have had to quit my job due to health issues and am considering fighting to go on disability... I have a herniated disk, as well as severe anxiety, and depression, and ADHD. I am technically on my 2 weeks, but still unable to walk/lift so finding someone to cover my shifts is what I've still had to do... I feel like such a failure and my boss is only emphasizing that. What do I do?",3,5,0,2024-09-17 18:46:23,https://www.fishbowlapp.com/post/i-have-had-to-quit-my-job-due-to-health-issues-and-am-considering-fighting-to-go-on-disability-i-have-a-herniated-disk-as-well,670,No hashtags found,Anxiety,Yes.,Disability due to health,Yes.,Yes.,No.,No.,No.,No.,No.,"The main topic is a person's health issues and their consideration of going on disability due to a herniated disk, severe anxiety, depression, and ADHD, which has led to them quitting their job and feeling like a failure."
826,Anxiety,a Graphic Designer,San Diego State University,Confession,a year,"Got promoted to lead designer today, and now need to hold meetings w/ new people & lead my team. I’m happy about the raise but I confess, I have a lifelong social anxiety & tendency to doubt myself. I’m one of those who are 99% efficiency/talent and 1% talker/schmoozer. That’s how I got the promotion, despite the 1% social skill lol (awkward smile). Do you have any tips for faking confidence, for peeps like me? Thanks🙏🏼",5,5,0,2024-09-17 18:46:52,https://www.fishbowlapp.com/post/got-promoted-to-lead-designer-today-and-now-need-to-hold-meetings-w-new-people-lead-my-team-im-happy-about-the-raise-but-i-confess-i,671,No hashtags found,Anxiety,No.,Social anxiety at work.,Yes.,No.,No.,No.,No.,No.,No.,The main topic is coping with social anxiety and faking confidence in a leadership role.
827,Anxiety,an Associate,San Diego State University,Lawyers with ADHD,6 months,"Folks with adhd and anxiety who take adhd meds, do you take anything for anxiety as well? Does your adhd medication exacerbate your anxiety? How has adhd medication impacted your energy, relationships, etc? I have avoided medication out of fear but am finally ready to take the plunge. I’m optimistic it will help but I’m really nervous about side effects.",4,11,0,2024-09-17 18:47:16,https://www.fishbowlapp.com/post/folks-with-adhd-and-anxiety-who-take-adhd-meds-do-you-take-anything-for-anxiety-as-well-does-your-adhd-medication-exacerbate-your,672,No hashtags found,ADHD,Yes.,ADHD medication and anxiety,No.,Yes.,No.,Yes.,No.,No.,Yes.,"The key topic is the use of ADHD medication and its impact on anxiety, energy, and relationships."
828,Anxiety,a Project Manager,San Diego State University,Depression/Anxiety Talk,3 months,"How to answer do you have a disability question when Appling for jobs?

I just recently lost my job of 20 years due to downsizing. Needless to say that doesn't help with my anxiety and depression.

I have applied for a couple of jobs and one of the questions for a few of these is if you have any disabilities in which anxiety, depression, and diabetes were on the list. I have all three. I have been choosing the answer ""I do not with to answer"". How would you answer? Yes, No, or Do Not Wish?",1,7,1,2024-09-17 18:47:50,https://www.fishbowlapp.com/post/how-to-answer-do-you-have-a-disability-question-when-appling-for-jobsi-just-recently-lost-my-job-of-20-years-due-to-downsizing-needless-to,673,No hashtags found,Anxiety,No.,Job application disability disclosure.,Yes.,No.,Yes.,Yes.,No.,Yes.,No.,"The key topic is how to answer the question about having a disability when applying for jobs, specifically when the applicant has anxiety, depression, and diabetes."
829,Anxiety,a Manager,San Diego State University,Consulting,3 months,"Think I may have an offer for a move to industry, but a good bit onsite. The thought of in person interactions is giving me horrible anxiety. I’ve been out of work for 6 months, and I’d also have to move from Texas to Vermont, also pay is roughly 30% less than what I was looking for. Should i keep looking for something remote or take it? Think it would challenging to keep interviewing if i started since it’s heavy onsite.",2,11,0,2024-09-17 18:48:08,https://www.fishbowlapp.com/post/think-i-may-have-an-offer-for-a-move-to-industry-but-a-good-bit-onsite-the-thought-of-in-person-interactions-is-giving-me-horrible,674,No hashtags found,Anxiety,No.,Job offer anxiety.,Yes.,No.,No.,No.,No.,No.,No.,"The main topic is the decision to accept a job offer with in-person interactions, lower pay, and relocation versus continuing to search for a remote position."
830,Anxiety,,San Diego State University,Parents at Work,6 months,I've been suffering with postpartum depression and anxiety along with another health concern. Our newborn at 2 months develops some kind of gastro disorder similar to reflux. We had a few episodes where she vomited in her sleep choking causing her to stop breathing(scary). We had to take her to the ER. I feel so overwhelmed and can't sleep because I'm always worried about her. Under PWFA am lable to request WFH upon returning to work.,9,8,1,2024-09-17 19:08:15,https://www.fishbowlapp.com/post/ive-been-suffering-with-postpartum-depression-and-anxiety-along-with-another-health-concern-our-newborn-at-2-months-develops-yoxp-5,677,No hashtags found,Depression,No.,Postpartum health concerns,No.,No.,No.,No.,No.,No.,No.,"The main topic is the challenges of dealing with postpartum depression, anxiety, and a newborn with gastro issues, and the possibility of requesting work from home under PWFA."
831,Anxiety,an Account Supervisor,San Diego State University,PR and Communications,5 months,"Hi all. I’ve been having a horrible experience with anxiety recently - worse than ever before. I recently started taking an SSRI and am having pretty rough side effects as I adjust - even worse anxiety, panic, insomnia, etc. I’ve read it’s normal for the first few weeks, just wondering if anyone has tips for how to cope at work. I care a lot about my role and don’t want my performance to be impacted.",3,9,2,2024-09-17 19:08:44,https://www.fishbowlapp.com/post/hi-all-ive-been-having-a-horrible-experience-with-anxiety-recently-worse-than-ever-before-i-recently-started-taking-an,678,No hashtags found,Anxiety,No.,Coping with SSRI,Yes.,No.,No.,Yes.,No.,No.,Yes.,The key topic is coping with work while experiencing side effects of an SSRI medication for anxiety.
832,Anxiety,a Consultant,San Diego State University,Jobs in Tech,a year,Does anyone at JP Morgan know if you have an offer and you happen to be out of the country and can’t complete the background check till you get back to the home country and if they will revoke the offer? I’ve accepted and been very transparent with the recruiter and they respond quickly but I still get anxiety over the fact that they could revoke it anytime they want? JPMorgan Chase,6,7,0,2024-09-17 19:09:07,https://www.fishbowlapp.com/post/does-anyone-at-jp-morgan-know-if-you-have-an-offer-and-you-happen-to-be-out-of-the-country-and-cant-complete-the-background-check,679,No hashtags found,Anxiety,No.,JP Morgan job offer.,Yes.,No.,No.,No.,No.,No.,No.,The key topic is the concern over whether JP Morgan will revoke a job offer if the background check cannot be completed while the candidate is out of the country.
833,Anxiety,a Business Analyst 1,San Diego State University,Depression/Anxiety Talk,10 months,"December 1st is my last day at work due to being laid off. I'm trying to stay strong but the closer the date gets, the more anxiety and depression I have.",10,2,0,2024-09-17 19:09:31,https://www.fishbowlapp.com/post/december-1st-is-my-last-day-at-work-due-to-being-laid-off-im-trying-to-stay-strong-but-the-closer-the-date-gets-the-more-anxiety-and-depression,680,No hashtags found,Anxiety,No.,Job loss and mental health,Yes.,No.,No.,No.,No.,No.,No.,The key topic is job loss and its impact on mental health.
834,Anxiety,a Business Data Analyst 1,San Diego State University,Job Referrals!,7 months,"Hi, new here. I’m currently looking for any type of remote work that requires no experience. I have pretty bad social anxiety and panic disorder so i’d really rather work from home, but it’s very difficult to find a job like this. A friend of mine I went to college with currently does remote work for Triple A as roadside assistance. Neither one of graduated or got our associates and i know he’s never worked a position like this, is there anyway to get into that type of work with no experience?",11,5,2,2024-09-17 19:09:55,https://www.fishbowlapp.com/post/hi-new-here-im-currently-looking-for-any-type-of-remote-work-that-requires-no-experience-i-have-pretty-bad-social-anxiety,681,No hashtags found,Anxiety,No.,Remote work with no experience,Yes.,No.,No.,No.,No.,No.,No.,The key topic is finding remote work without experience due to social anxiety and panic disorder.
835,Anxiety,a Software Developer,San Diego State University,Depression/Anxiety Talk,8 months,"I'm unemployed for past 5months. So worried not sure how to handle these. Feeling like stuck and big failure. Since, i don't have any friends. I couldn't share my way of feelings to anyone that's the reason i'm here. Feeling so depressed i'm trying to upskill but that's taking very longer as i'm on self learning path because i don't have enough of money to spend on upskilling in any paid trainings. I couldn't handle these anymore i'm on high anxiety and negative thoughts.",11,8,1,2024-09-17 19:10:08,https://www.fishbowlapp.com/post/im-unemployed-for-past-5months-so-worried-not-sure-how-to-handle-these-feeling-like-stuck-and-big-failure-since-i-dont-have,682,No hashtags found,Depression,No.,Unemployment and mental health,Yes.,No.,Yes.,No.,No.,Yes.,Yes.,"The main topic is unemployment and the challenges of upskilling without financial resources, leading to feelings of anxiety and depression."
836,Anxiety,a Program Manager 1,San Diego State University,Jobs in Tech,a year,"How do you deal with anxiety / freezing up during job interviews? I ""get into my own head"" too much during the technical portions, fixating on how I'm showing up and losing focus on the question. This doesn't happen to me during the normal course of doing my job, just in interviews.",4,5,0,2024-09-17 19:10:26,https://www.fishbowlapp.com/post/how-do-you-deal-with-anxiety-freezing-up-during-job-interviews-i-get-into-my-own-head-too-much-during-the-technical-portions-fixating,683,No hashtags found,Anxiety,No.,Job interview anxiety.,Yes.,No.,No.,No.,No.,No.,No.,The main topic is dealing with anxiety and freezing up during job interviews.
837,Anxiety,a Work From Home - Entry Level Transcriptionist,San Diego State University,Depression/Anxiety Talk,5 months,"Due to health issues I have lost a bunch of jobs, I have ulcerative colitis, depression, anxiety, ptsd and insomnia.. my physical health is directly affecting my depression. Being sick all the time will mess with your mind, I've been so depressed that I stopped taking care of myself and I don't keep the house clean like before, my house has always been spotless but now I don't have the strength to do it all. I take care of my cleanliness but that's about it. The bare necessities",8,4,0,2024-09-17 19:10:50,https://www.fishbowlapp.com/post/due-to-health-issues-i-have-lost-a-bunch-of-jobs-i-have-ulcerative-colitis-depression-anxiety-ptsd-and-insomnia-my-physical,684,No hashtags found,Depression,No.,Health issues and depression.,No.,No.,No.,No.,No.,No.,Yes.,The main topic is the impact of health issues on mental health and daily life.
838,Anxiety,an Assistant Buyer,San Diego State University,ADHD Professionals,4 months,"Anyone taking meds for anxiety & ADHD?
I’m taking Zoloft & Adderall .
I took Zoloft a couple years ago before my ADHD diagnosis & it worked very well. Now not so much.. not sure if it’s because the meds don’t interact well or if being on adderall just sky rockets my anxiety & I need a higher dose of the Zoloft. Not asking for med advice just would love to hear from someone who’s experienced this ..",3,6,0,2024-09-17 19:11:14,https://www.fishbowlapp.com/post/anyone-taking-meds-for-anxiety-adhdim-taking-zoloft-adderall-i-took-zoloft-a-couple-years-ago-before-my-adhd-diagnosis,685,No hashtags found,ADHD,No.,Medication for anxiety and,No.,Yes.,No.,Yes.,No.,No.,Yes.,"The key topic is the interaction between medication for anxiety and ADHD, specifically the effectiveness of Zoloft and Adderall and their potential impact on anxiety levels."
839,Anxiety,an Analyst,San Diego State University,The Worklife Bowl,4 months,"I’m looking into mental health leave at work and am wondering if anyone could provide insight on a few things:
1- Can you schedule the leave? I’d like the time to do a proper handoff but worry that scheduling a leave will make people see it as a vacation.
2 - how many specifics of the leave do I need to share with my manager?
3 - how likely is a mental health leave to get approved. I have a documented history of anxiety and depression and I see a physiatrist regularly.",1,8,0,2024-09-17 19:11:43,https://www.fishbowlapp.com/post/im-looking-into-mental-health-leave-at-work-and-am-wondering-if-anyone-could-provide-insight-on-a-few-things-1-can-you-schedule,686,No hashtags found,Anxiety,No.,Mental health leave.,Yes.,No.,No.,No.,No.,No.,No.,"The key topic is mental health leave at work, including concerns about scheduling, sharing details with a manager, and the likelihood of approval."
840,Anxiety,a Strategist,San Diego State University,Strategy & Planning,8 months,hey fishies. any tips on how to improve communication with managers that always seem impatient/stressed out? i find myself absorbing some of their stress and it makes it hard to absorb feedback (especially when they're talking a mile a minute). this anxiety also makes them easily frustrated which lowers my confidence,3,6,0,2024-09-17 19:12:14,https://www.fishbowlapp.com/post/hey-fishies-any-tips-on-how-to-improve-communication-with-managers-that-always-seem-impatientstressed-out-i-find-myself-8pbx-5,687,No hashtags found,Anxiety,No.,Improving communication with stressed,Yes.,No.,No.,No.,No.,No.,No.,The key topic is how to improve communication with stressed and impatient managers.
841,Anxiety,,San Diego State University,Special Education Teachers,a year,Do you certify a kid with anxiety (to the point it’s impacting academics and peer friendships) under emotional impairment or OHI?,2,9,0,2024-09-17 19:12:43,https://www.fishbowlapp.com/post/do-you-certify-a-kid-with-anxiety-to-the-point-its-impacting-academics-and-peer-friendships-under-emotional-impairment,688,No hashtags found,Anxiety,No.,Certification for Anxiety.,Yes.,No.,No.,No.,No.,No.,No.,Identifying the appropriate certification for a child with anxiety that is impacting academics and peer friendships.
842,Anxiety,a Director 1,San Diego State University,Addiction & Sobriety,9 months,"Venting. 1 month fully sober tomorrow. Anxiety / sorrow up the roof. I hate my city. Have been actively trying to get out of my hometown for ages but no dice. I have so many bad memories here and the vibe is super urban and alcohol-centric.

Went to the beach to enjoy nature for some days and was so happy. But coming back to the city was devastating: rainy, cold, and ruthless. I know they say you have to find happiness wherever you are but I feel trapped here and don’t know how to get out.",4,6,0,2024-09-17 19:13:22,https://www.fishbowlapp.com/post/venting-1-month-fully-sober-tomorrow-anxiety-sorrow-up-the-roof-i-hate-my-city-have-been-actively-trying-to-get-out-of-my,689,No hashtags found,Anxiety,No.,Feeling trapped in hometown,No.,No.,No.,No.,No.,No.,No.,The main topic is feeling trapped in a hometown with bad memories and an alcohol-centric culture.
843,Anxiety,a Sales Administrator,San Diego State University,Confession,a year,"I get so embarassed/ashamed when I want to ask for a personal day - especially after a three day weekend.

My anxiety has been through the roof and been dealing with a diagnosis that's left me in a lot of discomfort - powering through but feel like an absolute zombie who hasn't slept. (Not that I am sure zombies would sleep....?) I had to WFM anyways today thankfully because I don't even know how I am staying awake rn - physically nor mentally.",7,9,0,2024-09-17 19:13:46,https://www.fishbowlapp.com/post/i-get-so-embarassedashamed-when-i-want-to-ask-for-a-personal-day-especially-after-a-three-day-weekend-my-anxiety-has-been-through,690,No hashtags found,Anxiety,No.,Requesting Personal Time.,Yes.,No.,No.,No.,No.,No.,No.,The main topic is the struggle of asking for a personal day due to anxiety and discomfort caused by a medical diagnosis.
844,Anxiety,a Senior Tax Associate 1,San Diego State University,Confession,10 months,"Has anyone dealt with panic attacks (and subsequent body anxiety)? Any advice, how did you work through them?

My issue is that after I had a couple attacks, I've developed the fear of having it happen again and the anxiety of monitoring my bodily sensations and symptoms. Which obviously is not only uncomfortable on a day to day basis but also ironically will make me more likely to have a panic attack.",3,11,0,2024-09-17 19:14:15,https://www.fishbowlapp.com/post/has-anyone-dealt-with-panic-attacks-any-advice-how-did-you-work-through-themmy-issue-is-that-after-i-had-a-couple-attacks,691,No hashtags found,Anxiety,No.,Panic attacks and anxiety,No.,No.,No.,No.,No.,No.,No.,"The main topic is dealing with panic attacks and subsequent body anxiety, seeking advice and ways to work through them."
845,Anxiety,a Scientist,San Diego State University,Science & Research,a month,I’m relocating for a new job soon and experiencing a bit of anxiety. Have you ever relocated for a position before? What was your experience like?,4,5,0,2024-09-17 19:14:38,https://www.fishbowlapp.com/post/im-relocating-for-a-new-job-soon-and-experiencing-a-bit-of-anxiety-have-you-ever-relocated-for-a-position-before-what-was,692,No hashtags found,Anxiety,No.,Relocating for a,Yes.,No.,No.,No.,No.,No.,No.,The key topic is relocating for a new job and the associated anxiety.
846,Anxiety,an Emergency Medical Technician,San Diego State University,Healthcare,8 months,What is the main way that your job has affected your mental health? My answer would be more general anxiety. I'm trying to work on improving this in 2024. Wondering how others feel,4,6,0,2024-09-17 19:15:01,https://www.fishbowlapp.com/post/what-is-the-main-way-that-your-job-has-affected-your-mental-health-my-answer-would-be-more-general-anxiety-im-trying-to-work-on,693,No hashtags found,Anxiety,No.,Job and mental health.,Yes.,No.,No.,No.,No.,No.,No.,"The main topic is the impact of the job on mental health, specifically general anxiety."
847,Anxiety,a Creative Director,San Diego State University,Mental Health in Advertising,7 months,"Sorry for dumping this here but it’s so hard to pull myself out of a mental hole right now - I know all the things that i am supposed to do - journaling, meditation, exercise. And I love to do those things… but I can’t because I am too crippled by anxiety/sadness from this l job I feel like I can never get it right and honestly I don’t know how I got here. Does anyone have any advice about how to snap out of this?",3,5,0,2024-09-17 19:15:23,https://www.fishbowlapp.com/post/sorry-for-dumping-this-here-but-its-so-hard-to-pull-myself-out-of-a-mental-hole-right-now-i-know-all-the-things-that-i-am-supposed-to,694,No hashtags found,Anxiety,No.,Mental health and coping,Yes.,No.,No.,No.,No.,No.,No.,The key topic is mental health struggles and seeking advice on how to overcome them.
848,Anxiety,a Producer,San Diego State University,Depression/Anxiety Talk,6 months,How do you guys deal with the depression/anxiety due to unemployment?,8,4,0,2024-09-17 19:15:47,https://www.fishbowlapp.com/post/how-do-you-guys-deal-with-the-depressionanxiety-due-to-unemployment,695,No hashtags found,Depression,No.,Unemployment and mental health,Yes.,No.,No.,No.,No.,No.,No.,The main topic is coping with depression and anxiety caused by unemployment.
849,Anxiety,a Senior Associate,San Diego State University,Depression/Anxiety Talk,a year,I feel this immense amount of anxiety that’s kept me up for the past 2 hours now my stomach hurts I’m crying but not knowing why so much emotions. My body hurts,7,9,0,2024-09-17 19:33:33,https://www.fishbowlapp.com/post/i-feel-this-immense-amount-of-anxiety-thats-kept-me-up-for-the-past-2-hours-now-my-stomach-hurts-im-crying-but-not-knowing-why,698,No hashtags found,Anxiety,No.,Anxiety and physical symptoms,No.,No.,No.,No.,No.,No.,No.,The key topic is anxiety and its physical and emotional effects on the individual.
850,Anxiety,a Manager 1,San Diego State University,Tax Bowl,8 months,"Remote Senior:

Are firms still hiring for Remote positions? For Tax Senior. Our firm is asking mandatory Return to Office.
I am having anxiety attacks just thinking of it.
I can't do those long commutes and stuck in traffic after a long days.

I don't mind if it's small or mid size as long as it has a good culture and is remote.

Is there any hope?",3,7,0,2024-09-17 19:34:01,https://www.fishbowlapp.com/post/remote-seniorare-firms-still-hiring-for-remote-positions-for-tax-senior-our-firm-is-asking-mandatory-return-to-office-i,699,No hashtags found,Anxiety,No.,Remote job opportunities.,Yes.,No.,No.,No.,No.,No.,No.,The main topic is the search for remote job opportunities for a Tax Senior due to anxiety about returning to the office and long commutes.
