Neurodiversity,Posted By,Employer,Post Type,Time Posted,Content,Likes,Comments,Shares,Timestamp Collected,Post URL,Post ID
Anxiety,,San Diego State University,Creatives,9 months,Any other creatives suffer from (social) anxiety? Does it impact your work? How do you deal?,7.0,15.0,,2024-09-17 13:58:26,https://www.fishbowlapp.com/post/any-other-creatives-suffer-from-social-anxiety-does-it-impact-your-work-how-do-you-deal,301
Anxiety,a HR Generalist,San Diego State University,Human Resources,5 months,"I have a phone screen tomorrow. It’s been awhile and I get pretty bad anxiety when interviewing. I feel like I have a lot to add, but selling myself feels so disingenuous. Just looking for advice on getting back on the horse of job hunting. I’m currently in a toxic situation with no room for growth, but I don’t want to appear desperate. Also the market has kept me from aggressively searching. Thanks.",9.0,9.0,1.0,2024-09-17 13:59:04,https://www.fishbowlapp.com/post/i-have-a-phone-screen-tomorrow-its-been-awhile-and-i-get-pretty-bad-anxiety-when-interviewing-i-feel-like-i-have-a-lot-to-add,302
Anxiety,a Manager,San Diego State University,Confession,a year,"I struggle with anxiety (which sometimes goes hand in hand with depression) and I’m 50/50 on having kids; I can’t help wonder if the anxiety and depression will get worse with kids? Can anyone speak to their experiences if their anxiety got worse or remained the same?

I see a therapist and I’ve been trying to manage it but basically accepted I’ll always have anxiety to a degree.",4.0,10.0,,2024-09-17 14:00:45,https://www.fishbowlapp.com/post/i-struggle-with-anxiety-which-sometimes-goes-hand-in-hand-with-depression-and-im-5050-on-having-kids-i-cant-help-wonder-if,303
Anxiety,a SPD 1,San Diego State University,Depression/Anxiety Talk,8 months,"My anxiety takes another toll. Recently promoted, I was asked to present an update on a call with senior folks including my boss's boss. My manager(toxic) asked me to be well prepared. On the call, he set up the stage and covered everything I was about to say. I had rehearsed my part over and over. Just to say something on the call, I said things which didn't make any sense 2-3 times. Everyone went silent for a few seconds every time. Such an embarrassing experience. 😞
Am I thinking too much?",25.0,8.0,2.0,2024-09-17 14:01:15,https://www.fishbowlapp.com/post/my-anxiety-takes-another-toll-recently-promoted-i-was-asked-to-present-an-update-on-a-call-with-senior-folks-including-my,304
Anxiety,an Engineer,San Diego State University,The Worklife Bowl,a year,"I feel like I’ve finally gotten my career on the right trajectory at 37. I have a good mentor. My life is exactly how I want it right now, but I feel guilty for being happy and anxious that something terrible is coming. I’ve had anxiety my whole life and usually something insane is going on to keep me grounded in reality and on guard. How do you just live in the moment and be content?? This isn’t meant to be a humble brag post, I’m genuinely on edge waiting for the other shoe to drop.",21.0,8.0,2.0,2024-09-17 14:01:28,https://www.fishbowlapp.com/post/i-feel-like-ive-finally-gotten-my-career-on-the-right-trajectory-at-37-i-have-a-good-mentor-my-life-is-exactly-how-i-want-it-right,305
Anxiety,an Associate Attorney,San Diego State University,Depression/Anxiety Talk,a month,Any experience in dealing with work-related trauma/anxiety? I was put on PIP once and had severe panic attacks. I made it though but still have to work with the manager who put me on it (because I haven’t found a new job). Every day I wake up with stomach aches and feel anxious to see him and his email.,9.0,13.0,2.0,2024-09-17 14:01:47,https://www.fishbowlapp.com/post/any-experience-in-dealing-with-work-related-traumaanxiety-i-was-put-on-pip-once-and-had-severe-panic-attacks-i-made-i-though,306
Anxiety,,San Diego State University,Consulting,a year,The absolute worst part of unemployment so far is having to use LinkedIn! It gives me so much anxiety and amplifies my imposter syndrome to the max. I’ve always tried to limit my time on it and now I find myself refreshing every couple minutes. Way more toxic for my mental health than instagram😭,17.0,10.0,,2024-09-17 14:26:29,https://www.fishbowlapp.com/post/the-absolute-worst-part-of-unemployment-so-far-is-having-to-use-linkedin-it-gives-me-so-much-anxiety-and-amplifies-my-imposter-syndrome,307
Anxiety,an Associate,San Diego State University,Big Law,9 months,"Feeling like (but not quite) getting an anxiety attack/panic attack in the office—normal, right? Gets better with experience?",4.0,12.0,3.0,2024-09-17 14:27:08,https://www.fishbowlapp.com/post/feeling-like-but-not-quite-getting-an-anxiety-attackpanic-attack-in-the-officenormal-right-gets-better-with,308
Anxiety,a Consultant,San Diego State University,Consulting,a month,Does therapy help anxiety? I need solutions,5.0,13.0,1.0,2024-09-17 14:27:31,https://www.fishbowlapp.com/post/does-therapy-help-anxiety-i-need-solutions,309
Anxiety,an Associate,San Diego State University,Big Law,5 months,I can’t stop checking my phone for work emails. I’m so anxious about missing an email. Tips on how to get over the anxiety and just enjoy life when not working?,7.0,10.0,,2024-09-17 14:27:44,https://www.fishbowlapp.com/post/i-cant-stop-checking-my-phone-for-work-emails-im-so-anxious-about-missing-an-email-tips-on-how-to-get-over-the-anxiety-and-just,310
Anxiety,an ACD Copywriter 1,San Diego State University,Depression/Anxiety Talk,5 months,"How do you all pull yourself out of really sad days? Diagnosed with anxiety and depression and on meds. But sometimes the sadness is so intense that I’m just paralyzed - can’t think, can’t work, can’t move. I’ve used alcohol to numb before but don’t want to do that, even tho I still do time to time. Love exercising but I can’t even peel myself off the couch. Even if you don’t have advice, would love to commiserate.",11.0,12.0,1.0,2024-09-17 14:28:13,https://www.fishbowlapp.com/post/how-do-you-all-pull-yourself-out-of-really-sad-days-diagnosed-with-anxiety-and-depression-and-on-meds-but-sometimes-the-sadness,311
Anxiety,a Medical Assistant,San Diego State University,The Worklife Bowl,7 months,"How do I tell my boss I need a break for mental health? TW suicidal ideation.
For some context, I live with depression and anxiety and am also a student.
I’ve been feeling more and more burnt out lately, with it leading to me feeling more and more episodic, most concerning — at work. (I work 8-5 four days a week, and other work/events on weekends.)

How do I tell my supervisor and management that — in a less blunt way — that I need a break so I don’t have an actual episode?",9.0,10.0,1.0,2024-09-17 14:28:37,https://www.fishbowlapp.com/post/how-do-i-tell-my-boss-i-need-a-break-for-mental-health-tw-suicidal-ideation-for-some-context-i-live-with-depression-and-anxiety-and,312
Anxiety,a Senior Cybersecurity Consultant,San Diego State University,Consulting,a year,What’s the best way to reduce anxiety before public speaking?,1.0,19.0,2.0,2024-09-17 14:29:01,https://www.fishbowlapp.com/post/whats-the-best-way-to-reduce-anxiety-before-public-speaking,313
Anxiety,an Associate 1,San Diego State University,Consulting,6 months,"Has anyone experienced then overcome the habit of picking at their scalp / hair? 🥲

A mid-60 year old I’m working with mentioned still struggling with it and I do NOT want to deal with this for 40+ years 😅. Issue seems to be a mix of physical itchiness and plain habit (exacerbated by boredom or anxiety) …. I’ve tried different ointments/shampoos but open to any solutions that have worked for people! Thank you!",4.0,8.0,1.0,2024-09-17 14:29:21,https://www.fishbowlapp.com/post/has-anyone-experienced-then-overcome-the-habit-of-picking-at-their-scalp-hair-a-mid-60-year-old-im-working-with-mentioned,314
Anxiety,an Analyst 1,San Diego State University,Retail & Hospitality,a year,Who here has anxiety? How do you cope at work?,10.0,13.0,,2024-09-17 14:29:41,https://www.fishbowlapp.com/post/who-here-has-anxiety-how-do-you-cope-at-work,315
Anxiety,an Associate,San Diego State University,ADHD Professionals,4 months,"Wanted to start medication to manage my adhd, but I also struggle with anxiety and depression and take Prozac for it. My psych noted that she’d be willing to put a prescription in it for me, but that it might impact my mood, and that I should maybe look into adhd coaching instead.

Has anyone tried this?",1.0,11.0,2.0,2024-09-17 14:30:10,https://www.fishbowlapp.com/post/wanted-to-start-medication-to-manage-my-adhd-but-i-also-struggle-with-anxiety-and-depression-and-take-prozac-for-it-my-psych,316
Anxiety,a Partner,San Diego State University,Confession,9 months,"Made the mistake of telling family about new work & now they're trying to extort me using emotional blackmail/guilting; God; duty to family; threats of being depressed, destitute/ on govt. assistance; and stonewalling--to name a few anxiety-inducing methods. Aging parent is on low fixed income but has more $ in the bank than I do, no debt, eventual access to a pension (I don't), and lives with adult siblings that are non-/semi-functional, which parent doesn't feel is as pressing as needing $...",7.0,26.0,,2024-09-17 14:30:30,https://www.fishbowlapp.com/post/made-the-mistake-of-telling-family-about-new-work-now-theyre-trying-to-extort-me-using-emotional-blackmailguilting-god,317
Anxiety,a Management Consultant,San Diego State University,Consulting,9 months,"Does anyone experience crippling anxiety from fomo resulting in inability to make decisions? I want to travel the world but also save money for a home. I also want to go to school, but also don’t want to pause my career. I want to have a family, but also am afraid of being tied down. How do you address this? My anxiety has gotten so bad lately.",5.0,8.0,2.0,2024-09-17 14:31:20,https://www.fishbowlapp.com/post/does-anyone-experience-crippling-anxiety-from-fomo-resulting-in-inability-to-make-decisions-i-want-to-travel-the-world,318
Anxiety,a Project Engineer,San Diego State University,Engineering,4 months,"My boss will send IMs after work hours, Sometimes 9pm-10pm. I don’t respond until the next morning during my normal working hours. He hasn’t brought up any issues with my response time, but it gives me anxiety hearing that ding go off.",4.0,10.0,,2024-09-17 14:31:34,https://www.fishbowlapp.com/post/my-boss-will-send-ims-after-work-hours-sometimes-9pm-10pm-i-dont-respond-until-the-next-morning-during-my-normal-working,319
Anxiety,a Manager,San Diego State University,Human Resources,3 months,"My leader is pressuring me to get a certification. I have worked in HR for over 20 years. I have always struggled with taking tests, so the SPHR, PHR or SHRM certs give me anxiety, especially since the pass rates aren't high.

I am considering a certification through e-Cornell. I already have one from them in Conflict Resolution and no testing was required. Does anyone have a cert they recommend that bypasses taking a test?",7.0,9.0,1.0,2024-09-17 14:31:57,https://www.fishbowlapp.com/post/my-leader-is-pressuring-me-to-get-a-certification-i-have-worked-in-hr-for-over-20-years-i-have-always-struggled-with-taking,320
Anxiety,a Consultant 1,San Diego State University,Confession,6 months,"I was basically pushed to leave McKinsey late last year and have been looking for work ever since, with little to no luck.

I'm estranged from my family and am running pretty low on savings, and my health insurance runs out soon which is terrifying because I struggle with a couple chronic health issues. I am getting pretty nervous and terrified about what happens once my money and coverage run out :/ I wish I knew what to do. The anxiety is paralyzing...",7.0,18.0,1.0,2024-09-17 14:32:16,https://www.fishbowlapp.com/post/i-was-basically-pushed-to-leave-mckinsey-late-last-year-and-have-been-looking-for-work-ever-since-with-little-to-no-luck-im,321
Anxiety,a Direct Marketing Specialist,San Diego State University,Insurance,8 months,"Hi all! I have been invited for an interview with The Hartford. I was told by the recruiter it will be an hour long. The role is sales, personal lines. Can anyone share some tips that may help me? Interviews are not my strong point although I'm getting better, but I still get test anxiety.",7.0,6.0,3.0,2024-09-17 14:32:50,https://www.fishbowlapp.com/post/hi-all-i-have-been-invited-for-an-interview-with-the-hartford-i-was-told-by-the-recruiter-it-will-be-an-hour-long-the-role-is,322
Anxiety,an Associate,San Diego State University,Law,5 months,What do you do to prevent or limit stress and anxiety from affecting your work and/or personal life?,5.0,11.0,1.0,2024-09-17 14:33:02,https://www.fishbowlapp.com/post/what-do-you-do-to-prevent-or-limit-stress-and-anxiety-from-affecting-your-work-andor-personal-life,323
Anxiety,an Art Director,San Diego State University,Creatives,4 months,"Having mental health issues and its interfering with work (I haven’t been able to sleep past three days). Im on a very thin ice right now and am afraid to talk to anyone. Should I reach out to HR? Is that a smart move? Im new at this company so I don’t think FMLA is an option. I genuinely want to succeed here, and am not using that to runaway from my problems. I have never dealt with anxiety or insomnia ever in my life so not sure how to deal with it.",6.0,15.0,,2024-09-17 14:33:16,https://www.fishbowlapp.com/post/having-mental-health-issues-and-its-interfering-with-work-i-havent-been-able-to-sleep-past-three-days-im-on-a-very-thin-ice,324
Anxiety,a Consultant,San Diego State University,Data & Analytics Consultants,3 months,Do you get anxiety before big presentations? If so how do you manage it? Before any big meetings i feel paralyzed with anxiety,1.0,11.0,,2024-09-17 14:33:46,https://www.fishbowlapp.com/post/do-you-get-anxiety-before-big-presentations-if-so-how-do-you-manage-it-before-any-big-meetings-i-feel-paralyzed-with,325
Anxiety,an Associate,San Diego State University,New York City,7 months,The only thing more anxiety inducing than being a woman walking in the city at night with a man behind you walking slightly faster is being the (self aware) man in that situation.,13.0,10.0,,2024-09-17 14:34:09,https://www.fishbowlapp.com/post/the-only-thing-more-anxiety-inducing-than-being-a-woman-walking-in-the-city-at-night-with-a-man-behind-you-walking-slightly,326
Anxiety,a Senior Consultant 1,San Diego State University,Consulting,3 months,"I JUST realized that ChatGPT-4o has the ability to create graphical representations based on Excel data in any format I describe, take text that I provide or create text for me based on my description (a stretch), use a template I describe or just provide an example as a template, and create an entire PowerPoint deck. I guess I hadn’t realized the capability and know I understand where at least some of the anxiety in consulting comes from. Here is my conversation with my guy I call Spock.
https://chatgpt.com/share/5c972107-30e0-4c7e-b8b0-064e1325fef6",8.0,21.0,6.0,2024-09-17 14:34:32,https://www.fishbowlapp.com/post/i-just-realized-that-chatgpt-4o-has-the-ability-to-create-graphical-representations-based-on-excel-data-in-any-format-i-describe,327
Anxiety,a Producer,San Diego State University,Depression/Anxiety Talk,5 months,Does anyone else have a difficult relationship with alcohol but isn’t an alcoholic? I have about 4-5 drinks a week but still feel guilt and anxiety after drinking. Is quitting the only answer?,1.0,10.0,,2024-09-17 14:35:07,https://www.fishbowlapp.com/post/does-anyone-else-have-a-difficult-relationship-with-alcohol-but-isnt-an-alcoholic-i-have-about-4-5-drinks-a-week-but-still,328
Anxiety,a Consultant,San Diego State University,Consulting,a year,Has anyone tried Toastmasters for public speaking? I have pretty bad social anxiety that annoyingly hinders my ability to communicate to groups. Any other tips?,6.0,12.0,2.0,2024-09-17 14:35:30,https://www.fishbowlapp.com/post/has-anyone-tried-toastmasters-for-public-speaking-i-have-pretty-bad-social-anxiety-that-annoyingly-hinders-my-ability,329
Anxiety,a Director 1,San Diego State University,Consulting,10 months,"Whats the appropriate lvl of responsibility for Juniors?

I’ve been thinkin lately about my responsibility reward ratio, I’m a student working 25h in b4 consulting. I’m staffed for a project since march. My role kinda evolved smh from a support role to leading manager for a huge work stream. I do practically everything (pmo/deliverables /client calls,etc) next to uni.

I grew a lot and will most likely be promoted but does this compensate the stress, anxiety, pressure? Is this situation usual?",3.0,13.0,,2024-09-17 14:35:48,https://www.fishbowlapp.com/post/whats-the-appropriate-lvl-of-responsibility-for-juniors-ive-been-thinkin-lately-about-my-responsibility-reward-ratio,330
Anxiety,an Associate Director 1,San Diego State University,Staying Healthy,10 months,"Does anyone have advice on dealing with crippling anxiety? I am 60 years old and post-menopausal. Doing simple things (I have done my whole life) are now causing severe anxiety. This includes driving over a tall bridge, flying, being in large crowds( even at church or grocery store), sometimes even the weather starts freaking me out.

I know these are irrational as I have been doing these things my whole life. Has anyone else experienced this?",6.0,9.0,,2024-09-17 14:36:28,https://www.fishbowlapp.com/post/does-anyone-have-advice-on-dealing-with-crippling-anxiety-i-am-60-years-old-and-post-menopausal-doing-simple-things-i-have,331
Anxiety,a Customer Service Representative,San Diego State University,The Worklife Bowl,6 months,"Hi, good morning to all. I am just a little anxiety though I have never been fired before. And my question I guess is has anyone been fired when there is a policy in place but you're the only one that got fired for the policy while other people were currently breaking the policy in front of you and the manager. But you're the one getting fired for it? Is there any advice that someone can give to me for a first time person being fired and how to handle this with unemployment. Thank you!",5.0,11.0,1.0,2024-09-17 14:36:52,https://www.fishbowlapp.com/post/hi-good-morning-to-all-i-am-just-a-little-anxiety-though-i-have-never-been-fired-before-and-my-question-i-guess-is-has-anyone,332
Anxiety,a Senior Data Analyst,San Diego State University,Jobs in Tech,3 months,"Wondering if anyone has their dating life impacted by the layoffs?
personal background:
working on my stress and anxiety from the job hunting after my layoff, its been 2 months, no offer nor final rounds and the financial insecurity feeling is real.
1.5 year into the serious relationship with partner.

How do you deal with this, what could be the healthy things to talk about with partners regarding layoff situations?",4.0,7.0,3.0,2024-09-17 14:37:16,https://www.fishbowlapp.com/post/wondering-if-anyone-has-their-dating-life-impacted-by-the-layoffs-personal-background-working-on-my-stress-and-anxiety,333
Anxiety,a Manager,San Diego State University,Consulting,3 months,"I have to take so many different meds to cope with this job. My psychiatrist's official treatment plan is to find a different job. Until the economy improves I'm just on so many different anxiety pills, depression pills, sleeping pills, focus pills, and nausea pills.",7.0,15.0,4.0,2024-09-17 14:37:29,https://www.fishbowlapp.com/post/i-have-to-take-so-many-different-meds-to-cope-with-this-job-my-psychiatrists-official-treatment-plan-is-to-find-a-different-job,334
Anxiety,a Senior Consultant,San Diego State University,Consulting,5 months,"Can I survive in consulting being an introvert with severe anxiety issues?

Been in consulting 4 years. Love the work. See myself climbing the ladder to the end. Thing is, I have mild panic attacks and feel anxious meeting people specially clients. And due to english being my second language, the conversation feels forced on my end, like it's either too formal or gets too informal when I try to let it flow.

I dont see myself growing in roles because I can't even present my deliverables...",9.0,17.0,,2024-09-17 14:37:52,https://www.fishbowlapp.com/post/can-i-survive-in-consulting-being-an-introvert-with-severe-anxiety-issuesbeen-in-consulting-4-years-love-the-work-see,335
Anxiety,a Manager,San Diego State University,Consulting,3 months,Anyone know the answer? I’m Turning 35 soon and thinking of doing a career pivot. I’m tired and have social anxiety and would like to work in a role/field that doesn’t require a lot of social interaction (more than 1-2 meetings a day or just admin work) and pays at least $100k a year.,9.0,14.0,1.0,2024-09-17 14:38:31,https://www.fishbowlapp.com/post/anyone-know-the-answer-im-turning-35-soon-and-thinking-of-doing-a-career-pivot-im-tired-and-have-social-anxiety-and-would-like,336
Anxiety,a Datacenter Engineer,San Diego State University,Jobs in Tech,6 months,I completed all of my rounds of interviews with Palo Alto Networks. I followed up with my recruiter about next steps and he told me that my application is currently in review with the VP who is two levels above the hiring manager. I believe I got a verbal offer as we discussed compensation already. Does anyone know what happens next or what that means? I am optimistic but I want the position so bad the anxiety is excruciating.,22.0,4.0,,2024-09-17 14:38:50,https://www.fishbowlapp.com/post/i-completed-all-of-my-rounds-of-interviews-with-palo-alto-networks-i-followed-up-with-my-recruiter-about-next-steps-and-he,337
Anxiety,a Senior Consultant,San Diego State University,Confession,4 months,How many peoples current corporate America Job has actually caused them out of nowhere to suffer from severe anxiety to the point where it’s crippling and some days you can’t even even get started and then you feel sick all day?,12.0,17.0,2.0,2024-09-17 14:39:13,https://www.fishbowlapp.com/post/how-many-peoples-current-corporate-america-job-has-actually-caused-them-out-of-nowhere-to-suffer-from-severe-anxiety-to,338
Anxiety,an Associate,San Diego State University,Big Law,9 months,"Looking for advice on pharmaceuticals. Over the summer I had a work induced mental breakdown and was prescribed a low dose of clonazepam. I took it a couple of times, it was fantastic: all it did was deaden the panic and anxiety, nothing else. I could still focus, exercise, eat, sleep. I ended up taking 3 months of FMLA during which time I didn’t take the drug at all. Now I’m back at work and, I have taken it a few more times since I’ve been back. I want advice on whether there is a non-benzo",1.0,11.0,2.0,2024-09-17 14:39:27,https://www.fishbowlapp.com/post/looking-for-advice-on-pharmaceuticals-over-the-summer-i-had-a-work-induced-mental-breakdown-and-was-prescribed-a-low-dose-of,339
Anxiety,an Associate Counsel,San Diego State University,In-House Counsel,7 months,"Call me out if I’m being ungrateful, but I get so irritated when my CFO puts on his lawyer hat and challenges/nit picks at every word I add in the 10-Q/K RFs. Sometimes his comments are actually helpful, but I mostly find them anxiety inducing and overly defensive. Is this normal?",2.0,8.0,1.0,2024-09-17 14:39:45,https://www.fishbowlapp.com/post/call-me-out-if-im-being-ungrateful-but-i-get-so-irritated-when-my-cfo-puts-on-his-lawyer-hat-and-challengesnit-picks-at-every,340
Anxiety,a Human Resources Regional Recruiter 1,San Diego State University,Human Resources,7 months,Feeling extremely discouraged and overwhelmingly sad following my Year End review. Was rated Inconsistent and have lost all motivation. I worked my tail off and my leader basically devalued all of it. This job has created so much anxiety that I started therapy. The review was the icing on the cake. 😔 feeling lost.,3.0,12.0,1.0,2024-09-17 14:39:58,https://www.fishbowlapp.com/post/feeling-extremely-discouraged-and-overwhelmingly-sad-following-my-year-end-review-was-rated-inconsistent-and-have-lost,341
Anxiety,an Associate,San Diego State University,Healthcare,a year,I’ve been having a lot of anxiety about layoffs lately. We are under new leadership and there is a lot of scrutiny on every team. It isn’t a great work environment but I am anxious about possible loss of income. Does anyone have tips on managing the anxiety?,5.0,7.0,2.0,2024-09-17 14:40:12,https://www.fishbowlapp.com/post/ive-been-having-a-lot-of-anxiety-about-layoffs-lately-we-are-under-new-leadership-and-there-is-a-lot-of-scrutiny-on-every-team,342
Anxiety,an Associate,San Diego State University,Big Law,a year,"Why do I feel like this partner is taking joy seeing my desperation for a job? He knows I am desperate (and he said he hopes I can get a job asap to live a normal happy life) and we are trying to work out getting hired at his firm. I emailed him as requested and need a quick reply from him, and he's still not replying to my email despite knowing my desperation like even a quick reply would quell a lot of anxiety.",1.0,18.0,,2024-09-17 14:40:25,https://www.fishbowlapp.com/post/why-do-i-feel-like-this-partner-is-taking-joy-seeing-my-desperation-for-a-job-he-knows-i-am-desperate-and-he-said-he-hopes-i-can-get,343
Anxiety,a Senior Motor Drive Controls Engineer 1,San Diego State University,Salary Negotiations,4 months,"Ahhhhhh. I'm so conflicted! I'm about to get a job offer from the largest employees in my area. The position itself is a step back in title ( Director to Manager) but the scale of the company is much larger. I've been with my current employer for 21 years and as a company I enjoy them, but the account I'm responsible for has become a great source of stress and anxiety over the years. I'm ready for a change. I applied for the new job as the salary scale... Rest in comments",11.0,10.0,2.0,2024-09-17 14:41:05,https://www.fishbowlapp.com/post/ahhhhhh-im-so-conflicted-im-about-to-get-a-job-offer-from-the-largest-employees-in-my-area-the-position-itself-is-a-step-back,344
Anxiety,a Project Manager,San Diego State University,Relationships,3 months,"Someone told me they compete against me and that they are only happy when they feel superior, since they said this I cannot stop thinking about it and feel under pressure to improve so that I don't give them the ""pleasure"" of using me as ego booster. I'm quite sad, I cannot see them with the same eyes. I hate the anxiety this has brought into my life, I don't like comparison but the fact I now know someone close to me compares themselves against me makes me feel in a competition",3.0,15.0,1.0,2024-09-17 14:41:19,https://www.fishbowlapp.com/post/someone-told-me-they-compete-against-me-and-that-they-are-only-happy-when-they-feel-superior-since-they-said-this-i-cannot,345
Anxiety,an Attorney,San Diego State University,Law,9 months,"Expecting to hear back about a job this week and the anxiety is ridiculous right now. My current job is toxic and idk how much longer I have it in me to tolerate where I'm at. In contrast, the job I'm hoping to hear back about is an incredible opportunity at a great company and I loved everyone I interviewed with. I feel like the stakes are so high that everything is riding on this. And the fact that there's nothing to do but wait is killing me.",14.0,8.0,1.0,2024-09-17 14:41:42,https://www.fishbowlapp.com/post/expecting-to-hear-back-about-a-job-this-week-and-the-anxiety-is-ridiculous-right-now-my-current-job-is-toxic-and-idk-how-much-longer,346
Anxiety,an Associate,San Diego State University,Big Law,2 months,I get anxiety when I’m overwhelmed and get asked for updates on stuff and it causes me to be less responsive and then I get more anxiety because I am being less responsive. Obviously I am aware this is a problem and I do know facing the problem head on is the solution but does this happen to anyone else 😳,22.0,5.0,1.0,2024-09-17 14:41:55,https://www.fishbowlapp.com/post/i-get-anxiety-when-im-overwhelmed-and-get-asked-for-updates-on-stuff-and-it-causes-me-to-be-less-responsive-and-then-i-get-more,347
Anxiety,a Director 2,San Diego State University,Addiction & Sobriety,10 months,"1 week sober. 5 AA meetings. I am OK I guess… a lot of anxiety, low self-esteem and weird thoughts like fear of going crazy or relapsing. Also nightmares are kicking hard. How long will these symptoms last? I was only using once a week before cutting it off.",9.0,15.0,,2024-09-17 14:42:10,https://www.fishbowlapp.com/post/1-week-sober-5-aa-meetings-i-am-ok-i-guess-a-lot-of-anxiety-low-self-esteem-and-weird-thoughts-like-fear-of-going-crazy-or-relapsing,348
Anxiety,an Analyst 1,San Diego State University,Depression/Anxiety Talk,7 months,does anyone know of any natural remedies for anxiety? Don't like taking prescription,6.0,24.0,1.0,2024-09-17 14:42:44,https://www.fishbowlapp.com/post/does-anyone-know-of-any-natural-remedies-for-anxiety-dont-like-taking-prescription,349
Anxiety,a Manager,San Diego State University,Parents at Work,a year,My two year old (recently turned two) has begun screaming inconsolably at bedtime and at 5 every morning. We’ve started spending more time with him before bed and trying to help with separation anxiety but it hasn’t helped much. It’s been 1.5 weeks. Anyone else experience this?,4.0,13.0,,2024-09-17 14:43:09,https://www.fishbowlapp.com/post/my-two-year-old-recently-turned-two-has-begun-screaming-inconsolably-at-bedtime-and-at-5-every-morning-weve-started-spending,350
Anxiety,a Designer,San Diego State University,The Worklife Bowl,3 months,"Should I switch therapists? I am trying to get a medical accomodation because my depression and anxiety is at an all time high because of the toxic work culture at work. My therapist said she “can’t” write me a medical accomodation bc of regulations w/telehealth and told me to ask my PCP for an accommodation instead.

After speaking with my PCP and the behavioral health center they said that my therapist was actually BS-ing me, she can in fact write an accomodation, and her reason is not true.",3.0,11.0,1.0,2024-09-17 14:43:33,https://www.fishbowlapp.com/post/should-i-switch-therapists-i-am-trying-to-get-a-medical-accomodation-because-my-depression-and-anxiety-is-at-an-all-time-l7bg-5,351
Anxiety,a Global Director 1,San Diego State University,Depression/Anxiety Talk,9 months,"Employers should care enough about their employees to become educated about successfully managing employees who have been diagnosed with Anxiety and/or Depression. Many very talented people, unfortunately suffer from these conditions, and just as with any other mal-ease, they should be handled with respect and consideration. In too many cases, people are seen negatively, erroneously by people who don't understand or just don't care. Management should care about employees.",13.0,10.0,,2024-09-17 14:43:46,https://www.fishbowlapp.com/post/employers-should-care-enough-about-their-employees-to-become-educated-about-successfully-managing-employees-who,352
Anxiety,a Product Marketing Manager,San Diego State University,Fertility Bowl,6 months,"For anyone here who has had an HSG, how much did it hurt? My doctor said to expect a few seconds of cramping, but my previous provider said the same thing about my IUD insertion and that pain was severe. I’m looking for perspectives on what to expect.

My doctor did prescribe valium for me to take before the procedure but I’m not sure how effective that is for pain vs. anxiety.",2.0,12.0,,2024-09-17 14:44:16,https://www.fishbowlapp.com/post/for-anyone-here-who-has-had-an-hsg-how-much-did-it-hurt-my-doctor-said-to-expect-a-few-seconds-of-cramping-but-my-previous-provider,353
Anxiety,an Analyst,San Diego State University,Confession,6 months,Moving to nyc and feeling very anxious that I won’t make friends and have a bad time. can someone talk me out of this anxiety bc this is something i want to do,3.0,25.0,,2024-09-17 14:44:45,https://www.fishbowlapp.com/post/moving-to-nyc-and-feeling-very-anxious-that-i-wont-make-friends-and-have-a-bad-time-can-someone-talk-me-out-of-this-anxiety-bc,354
Anxiety,a Consultant,San Diego State University,Consulting,8 months,"As a dude with lifelong social anxiety. I'm at the point now where I don't feel a thing anymore when leading engagements with clients.

Whether it's from confidence or not caring anymore, I don't know.",13.0,9.0,,2024-09-17 14:49:15,https://www.fishbowlapp.com/post/as-a-dude-with-lifelong-social-anxiety-im-at-the-point-now-where-i-dont-feel-a-thing-anymore-when-leading-engagements-with,355
Anxiety,a Copywriter,San Diego State University,Creatives,3 months,"for anyone needing that push to go in-house: i just realized this time last year i was at my agency, in the poorest physical and mental state i had experienced in a while. visiting doctors, trying acupuncture, for chronic body pains due to stress and anxiety. it is so incredibly wonderful to now be in an environment where i feel safe, empowered, and valued. whether it’s in-house or anywhere else, i hope you can make a career move soon that brings you peace, fishies. sending positive vibes. 🤝",36.0,6.0,,2024-09-17 14:49:39,https://www.fishbowlapp.com/post/for-anyone-needing-that-push-to-go-in-house-i-just-realized-this-time-last-year-i-was-at-my-agency-in-the-poorest-physical-and,356
Anxiety,an Associate,San Diego State University,Big Law,5 months,"As a junior, have you noticed more senior associates/partners not checking your work? It gives me so much anxiety because I obviously try my best, but I definitely don’t have sufficient knowledge for some things and feel like someone more experienced should be reviewing my work before it’s sent to the client. How to handle the anxiety that I will single-handedly fuck up a deal or something?",9.0,5.0,2.0,2024-09-17 14:50:02,https://www.fishbowlapp.com/post/as-a-junior-have-you-noticed-more-senior-associatespartners-not-checking-your-work-it-gives-me-so-much-anxiety-because-i,357
Anxiety,a Technical Program Manager 1,San Diego State University,Consulting,a year,Name something more anxiety inducing than being on a plane doing number 2 and the seatbelt sign comes on midway. 😟,10.0,19.0,,2024-09-17 14:50:15,https://www.fishbowlapp.com/post/name-something-more-anxiety-inducing-than-being-on-a-plane-doing-number-2-and-the-seatbelt-sign-comes-on-midway,358
