Neurodiversity,Posted By,Employer,Post Type,Time Posted,Content,Likes,Comments,Shares,Timestamp Collected,Post URL,Post ID
ADHD,a Chief Executive Officer,San Diego State University,ADHD Consultants,6 months,How is your screentime? Do you think that use of short form video and platforms like this one are contributing to your ADHD?,4.0,9.0,,2024-09-17 23:00:14,https://www.fishbowlapp.com/post/how-is-your-screentime-do-you-think-that-use-of-short-form-video-and-platforms-like-this-one-are-contributing-to-your-adhd,186
ADHD,a Senior Manager,San Diego State University,ADHD Consultants,a month,"Is meth addiction in lieu of being treated with actual ADHD meds an issue within tech, consulting & big finance industries? Watched several reputable documentaries series saying it was, but no one talks about it openly. Many in the documentaries say it’s the only way they can maintain working 100hr+ work weeks. If true, that’s beyond sad, tragic even. No company or salary is worth it, to wreak your health or face early death. You matter & your family & friends that love you matter more!",1.0,16.0,,2024-09-17 23:00:42,https://www.fishbowlapp.com/post/is-meth-addiction-in-lieu-of-being-treated-with-actual-adhd-meds-an-issue-within-tech-consulting-big-finance-industries,187
ADHD,an Analyst,San Diego State University,ADHD Consultants,7 months,Do you think certain niches of consulting work better for people with ADHD? Which ones?,4.0,8.0,1.0,2024-09-17 23:01:11,https://www.fishbowlapp.com/post/do-you-think-certain-niches-of-consulting-work-better-for-people-with-adhd-which-ones,188
ADHD,,San Diego State University,ADHD Professionals,6 months,"Things my ADHD coach helped me with part 3: monotasking. I often have lists with dozens of to dos and it’s overwhelming. To get through the overwhelm, filter out the one priority task and plan 1-2 hours to complete that task. As i explained in prior post, I break it down to little tasks that are needed to get the big task done. This could be mentally or literally put on the list. For example…",7.0,4.0,6.0,2024-09-17 23:03:18,https://www.fishbowlapp.com/post/things-my-adhd-coach-helped-me-with-monotasking-i-often-have-lists-with-dozens-of-to-dos-and-its-overwhelming-to-get-through,190
ADHD,a Recruiter,San Diego State University,ADHD Professionals,9 months,"So I just assume that I have ADHD- I seem to check all the boxes- but ai hear it could also just be CPTSD.
Are there any “simple” ways of getting diagnosed and treated?",5.0,16.0,2.0,2024-09-17 23:03:47,https://www.fishbowlapp.com/post/so-i-just-assume-that-i-have-adhd-i-seem-to-check-all-the-boxes-but-ai-hear-it-could-also-just-be-cptsd-are-there-any-simple-ways,191
ADHD,a Time OFF From Healthcare,San Diego State University,The Worklife Bowl,8 months,"Advise? New to small company. Had no orientation or training plan. Boss went out on planned leave 4 wks in (wasn’t informed in interview). After 4 wks she’s back. Same concerns I’m seeing: unorganized, scattered, lack of planning, lack of leadership, and direction for new person (me), inconsistent info, false promises, lack of follow through. She disclosed she lives with bipolar swings and adhd. No judgement. I feel a lot of what I’m experiencing is related this her disclosure. Cont. in comments",9.0,11.0,1.0,2024-09-17 23:04:11,https://www.fishbowlapp.com/post/advise-new-to-small-company-had-no-orientation-or-training-plan-boss-went-out-on-planned-leave-4-wks-in-wasnt-informed-in-interview,192
ADHD,a Purchasing Manager 1,San Diego State University,ADHD Professionals,6 months,"Has anyone had bio/neurofeedback for adhd and/or autism?

If yes, how long was your course of treatment? What improvements were made?",7.0,8.0,,2024-09-17 23:04:29,https://www.fishbowlapp.com/post/has-anyone-had-bioneurofeedback-for-adhd-andor-autismif-yes-how-long-was-your-course-of-treatment-what-improvements,193
ADHD,a Chief Executive Officer,San Diego State University,ADHD Consultants,4 months,"I’ve been noticing virtually everyone I know will mention on occasion “oh that’s my adhd”, or outright say they have adhd. Among the people in your close circle of peers, how many have said they do not have adhd vs. how many who have? In recent months, my sister, my SO, my close business partner, even my favorite online hypnotherapist have all brought it up. I don’t deny its existence, I just think it’s becoming a new normal.",2.0,14.0,,2024-09-17 23:04:52,https://www.fishbowlapp.com/post/ive-been-noticing-virtually-everyone-i-know-will-mention-on-occasion-oh-thats-my-adhd-or-outright-say-they-have-adhd-among,194
ADHD,an Associate,San Diego State University,Lawyers with ADHD,9 months,"Has anyone developed a full tolerance to ADHD meds? I was on 80mg of adderall and it stopped working entirely. Would take it and fall asleep. I stopped taking it for a few years but am really struggling and need to take it to do my job, but I’m scared it will happen again. Anyone have experience with this?",2.0,13.0,1.0,2024-09-17 23:05:21,https://www.fishbowlapp.com/post/has-anyone-developed-a-full-tolerance-for-adhd-meds-i-was-on-80mg-of-adderall-and-it-stopped-working-entirely-would-take-it,195
ADHD,a Postdoctoral Researcher,San Diego State University,ADHD Professionals,a year,How you’re proving that you have an ADHD to your company?,4.0,15.0,,2024-09-17 23:05:44,https://www.fishbowlapp.com/post/how-youre-proving-that-you-have-an-adhd-to-your-company,196
ADHD,a HR Associate,San Diego State University,ADHD Professionals,10 months,"Hi lovely folks, I’m 25 years old and in a corporate HR facing job for the past 6 months, and also, believe it or not, received my diagnosis for ADHD recently this year (so a little later as an adult than some folks). But it honestly brought so much clarity and peace knowing all the signs pointing to it. Does anyone have advice or experience how to address having ADHD without disclosing it to my manager? I’ve made a few repeated mistakes and wonder how to share safely pieces of that - TIA! 💛.",5.0,4.0,1.0,2024-09-17 23:06:24,https://www.fishbowlapp.com/post/hi-lovely-folks-im-25-years-old-and-in-a-corporate-hr-facing-job-for-the-past-6-months-and-also-believe-it-or-not-received-my,197
ADHD,a Traffic Control Assistant 1,San Diego State University,The Worklife Bowl,a month,"I feel like I'm struggling at work to advance. Eventually, I want to move up to being an Associate Director but have lately been missing details, such as misunderstanding requirements during project meetings, that have been resulting in problems. I'm cornered that this could be ADHD that's never been diagnosed. Has anyone gotten diagnosed with ADHD as an adult before? What did treatment options look like?",5.0,7.0,,2024-09-17 23:06:38,https://www.fishbowlapp.com/post/i-feel-like-im-struggling-at-work-to-advance-eventually-i-want-to-move-up-to-being-an-associate-director-but-have-lately,198
ADHD,an Account Manager,San Diego State University,ADHD Professionals,8 months,"I am really spiraling, recently my job has been very stressful. I have recently been diagnosed with ADHD and currently taking Straterra. As I wait for it to build up in my system I am still struggling with my day to day responsibilities. I’m beginning together a lot of negative attention. I am having trouble staying positive and I am starting to have panic attacks. I doubt anyone can help me but just wanted to vent and maybe get some words of encouragement.",6.0,10.0,1.0,2024-09-17 23:07:01,https://www.fishbowlapp.com/post/i-am-really-spiraling-recently-my-job-has-been-very-stressful-i-have-recently-been-diagnosed-with-adhd-and-currently-taking-straterra,199
ADHD,a Vice President,San Diego State University,ADHD Professionals,9 months,"Wellbutrin - has anyone experienced a chance in personality taking this for adhd? I started after I felt crazy on Vyvanse 40mg, and feel like I can focus on Wellbutrin without the panicking anxiety I always used to feel. My husband is upset that it’s making me a different person because I’m not as tightly wound, on top of things like I was. Continued below -",2.0,14.0,,2024-09-17 23:07:27,https://www.fishbowlapp.com/post/wellbutrin-has-anyone-experienced-a-chance-in-personality-taking-this-for-adhd-i-started-after-i-felt-crazy-on-vyvanse-40mg,200
ADHD,a Strategy Consultant,San Diego State University,ADHD Professionals,5 months,"Anyone successfully get diagnosed with ADHD online? The in-person people in my area are quoting me $4-8k just for the assessment, and it seems like it's possible to do this online for under $250 and then follow up with an in-person 30-60 min appointment to get medication.

NY state if it matters",1.0,28.0,,2024-09-17 23:08:06,https://www.fishbowlapp.com/post/anyone-successfully-get-diagnosed-with-adhd-online-the-in-person-people-in-my-area-are-quoting-me-4-8k-just-for-the-assessment-and,201
ADHD,,San Diego State University,ADHD Professionals,a month,"I hate the impulsivity that comes with ADHD, I can't stop spending money and staying up late and I feel like a teenager. It's frustrating to feel like everyone around you has more discipline than you do, even though I know it's because of my brain. Just frustrated that even with medication, I still have to work hard to beat impulsive behavior. Do you struggle with this?",6.0,10.0,,2024-09-17 23:09:06,https://www.fishbowlapp.com/post/i-hate-the-impulsivity-that-comes-with-adhd-i-cant-stop-spending-money-and-staying-up-late-and-i-feel-like-a-teenager-its-frustrating,202
ADHD,a Senior Advisor,San Diego State University,ADHD Consultants,a year,"My husband and I are planning on trying to get pregnant soon, and I have decided to wean myself off Adderall completely before the possibility of becoming pregnant. Currently on the bench, but really struggling to function and have only weaned down to half my regular dose. Any advice for how to manage? I think I need an online ADHD therapist to meet with regularly.",2.0,5.0,2.0,2024-09-17 23:09:45,https://www.fishbowlapp.com/post/my-husband-and-i-are-planning-on-trying-to-get-pregnant-soon-and-i-have-decided-to-wean-myself-off-adderall-completely-before,203
ADHD,a Customer Service Representative,San Diego State University,ADHD Professionals,4 months,"⏳ Have any of you set your lives up in such a way where you've been able to at least partially remove time management as a stressor? Does anyone have a job that has a flexible start time? How did that get established?

Time management is one of my biggest struggles, one of my biggest sources of stress, and one of the main reasons why my nervous system gets disregulated. It often feels like of all of my ADHD symptoms it's going to be the thing that shortens my life. (Continued in comments...)",5.0,10.0,,2024-09-17 23:09:59,https://www.fishbowlapp.com/post/time-management-is-one-of-my-biggest-struggles-one-of-my-biggest-sources-of-stress-and-one-of-the-main-reasons-why-my-nervous,204
ADHD,a Project Manager,San Diego State University,Science & Research,8 months,Not to offend anyone here. .. Are ADHD people allowed to be messy in both tangible and intangible way? How can you put up with a ADHD spouse?,1.0,11.0,1.0,2024-09-17 23:10:28,https://www.fishbowlapp.com/post/not-to-offend-anyone-here-are-adhd-people-allowed-to-be-messy-in-both-tangible-and-intangible-way-how-can-you-put-up-with-a,205
ADHD,an Attorney,San Diego State University,Lawyers with ADHD,5 months,"I am just now starting to use AI to help me manage my schedule. I told AI what I have to do everyday between therapy appointments, doctor appointments, billable hours requirements, commuting time, my side hustle, etc. I told it to create a schedule for me on this basis. I had to add some more info into the prompt but it actually came up with a solid work schedule for me. Also told it I have ADHD, so it considered that when making my schedule. Sharing in case helpful",14.0,5.0,10.0,2024-09-17 23:10:42,https://www.fishbowlapp.com/post/i-am-just-now-starting-to-use-ai-to-help-me-manage-my-schedule-i-told-ai-what-i-have-to-do-everyday-between-therapy-appointments,206
ADHD,a Postdoctoral Researcher,San Diego State University,ADHD Professionals,a year,"ADHD attacks while under the medication! Need Advice!!

Sometimes, I have serious anxiety-like attacks and feel all the symptoms of ADHD at the same time, but they're much worse than a regular day!

This happened to me only twice in 5 weeks. I was using 5mg of Adderall XR when I got this for the first time, and I was very nervous and angry! Now I have the same thing with Adderall 15mg! I'm so nervous, and I can't do or focus on anything. Has anyone experienced the same situation?",6.0,23.0,,2024-09-17 23:11:01,https://www.fishbowlapp.com/post/adhd-attacks-while-under-the-medication-need-advice-sometimes-i-have-serious-anxiety-like-attacks-and-feel-all-the-symptoms-of,207
ADHD,a Program Management,San Diego State University,ADHD Professionals,2 months,"This is insane. According to this in the first half of this year, 19,400 women in England were prescribed ADHD medication, which is 5x as many as in 2019. Apparently, TikTok is helping people get diagnosed, which is wild to me. How did you get diagnosed? Did you look up your symptoms online or on social media before you went to the doctor/psychiatrist?

https://www.ft.com/content/98340a65-5438-44eb-8462-7ce15212ded2",2.0,11.0,,2024-09-17 23:11:48,https://www.fishbowlapp.com/post/this-is-insane-according-to-this-in-the-first-half-of-this-year-19-400-women-in-england-were-prescribed-adhd-medication-which,208
ADHD,an Associate,San Diego State University,Lawyers with ADHD,7 months,"HYS grad attorney here with a family history of ADHD and with adverse childhood experiences that contribute to ADHD diagnoses. Have only recently been diagnosed/sought treatment partly because I find my big law job incredibly boring and find it is an uphill battle to do anything for it. My first prescription, 20mg Adderall, actually just seems to make me tired. What do I do? Try a new med? Get a new job that is actually interesting? I am at a loss here and not achieving as I wish I would/could.",4.0,7.0,,2024-09-17 23:12:19,https://www.fishbowlapp.com/post/hys-grad-attorney-here-with-a-family-history-of-adhd-and-with-adverse-childhood-experiences-that-contribute-to-adhd,209
ADHD,an Associate Marketing Manager,San Diego State University,Marketing,9 months,"Any advice on knowing when a career isn't right for you? I started in sales, received my MBA, and pivoted into marketing. In my marketing roles, I have received feedback that I am not meeting expectations. I don't know what to do. I work hard and am dedicated. My manager tells me, ""Work harder, not smarter."", but no real ""help"" and guidance at this point. Recently diagnosed with ADHD, but my employer doesn't know. I am on a PIP now and feeling burnt out. Any guidance or advice? Happy Holidays!",2.0,9.0,,2024-09-17 23:12:48,https://www.fishbowlapp.com/post/any-advice-on-knowing-when-a-career-isnt-right-for-you-i-started-in-sales-received-my-mba-and-pivoted-into-marketing-in-my-marketing-dqsf-5,210
ADHD,an Agent 1,San Diego State University,Insurance,10 months,"Does anyone else deal with ADHD or other neurodivergent situations in this industry? If so , do you find it challenging to stay interested in your job after 6 months? I find that I start to get bored, and my performance starts to fall off after 6-8 months. Trying not to lose my job here like I have at many other companies. How do you cope?",6.0,10.0,1.0,2024-09-17 23:13:19,https://www.fishbowlapp.com/post/does-anyone-else-deal-with-adhd-or-other-neurodivergent-situations-in-this-industry-if-so-do-you-find-it-challenging-to,211
ADHD,an Associate 1,San Diego State University,ADHD Professionals,5 months,Random question: Are there any Virgos with ADHD here?,11.0,14.0,,2024-09-17 23:13:34,https://www.fishbowlapp.com/post/random-question-are-there-any-virgos-with-adhd-here,212
ADHD,a Program Manager II,San Diego State University,ADHD Professionals,4 months,Has anyone found reiki beneficial for their ADHD?,1.0,6.0,,2024-09-17 23:13:58,https://www.fishbowlapp.com/post/has-anyone-found-reiki-beneficial-for-their-adhd,213
ADHD,a Business Analyst,San Diego State University,ADHD Professionals,6 months,"Anyone have tips or book/podcast recommendations on how to improve delegation skills as a female with ADHD? I have a really hard time delegating tasks & projects to members on my team, which then adds more to my plate and pushes me further behind. I know it’s a struggle and weakness of mine, have tried to self-correct, but have such a hard time actually changing my behavior day to day, explaining the task/project and letting it go. Any best practices, books or podcasts you all recommend?",12.0,6.0,3.0,2024-09-17 23:14:28,https://www.fishbowlapp.com/post/anyone-have-tips-or-bookpodcast-recommendations-on-how-to-improve-delegation-skills-as-a-female-with-adhd-i-have-a-really,214
ADHD,a Senior Account Executive,San Diego State University,ADHD Professionals,7 months,"My worst nightmare finally happened. My ADHD got me fired. It was my dream job at a Fortune 50. I performed among the top 3% of employees globally during my first year, got promoted, then gradually fell from grace until I was put on a 90-Day PIP and fired on the last day. 😞 it was like night and day. There’s a running joke that once you’re in, it’s really hard to get fired. Well, it turns out I managed to achieve 2 of the hardest feats at the company! 😩",11.0,8.0,,2024-09-17 23:14:46,https://www.fishbowlapp.com/post/my-worst-nightmare-finally-happened-my-adhd-got-me-fired-it-was-my-dream-job-at-a-fortune-50-i-performed-among-the-top-3-of,215
ADHD,an Automation Developer,San Diego State University,Tech,a year,"For those with ADHD/ADD, how do y’all manage your work day/week? I find I have days where I struggle to focus and complete tasks I usually can knock out in a matter of hours. While unhealthy I’ve found the best way to get out of that rut is usually getting a large take with a very short deadline.",5.0,11.0,,2024-09-17 23:15:11,https://www.fishbowlapp.com/post/for-those-with-adhdadd-how-do-yall-manage-your-work-dayweek-i-find-i-have-days-where-i-struggle-to-focus-and-complete-tasks,216
ADHD,an Associate,San Diego State University,ADHD Professionals,2 months,Do you believe there is a correlation between anxiety/ adhd and diet?,3.0,11.0,3.0,2024-09-17 23:15:39,https://www.fishbowlapp.com/post/do-you-believe-there-is-a-correlation-between-anxiety-adhd-and-diet,217
ADHD,a Manager,San Diego State University,Depression/Anxiety Talk,5 months,"Has anyone used adderall for adhd longer than 10 years and been able to maintain great health? I’ve been diagnosed and have used adderall for approx 9 yrs, but just in the last year the come downs have been way worse, and I think it’s causing my other blood markers to decline. I work out 6 times week (cardio and resistance), use the sauna, and eat clean. Issue is that without it, it’s nearly impossible to get out of bed and get anything done.",9.0,8.0,1.0,2024-09-17 23:15:58,https://www.fishbowlapp.com/post/has-anyone-used-adderall-for-adhd-longer-than-10-years-and-been-able-to-maintain-great-health-ive-been-diagnosed-and-have,218
ADHD,a Strategist,San Diego State University,Strategy & Planning,6 months,"I need to work on my storytelling and overall presentation skills to get to the next level in my career. This has always been my one area of weakness in general, which I've slowly improved on but I think I need to change strategies. Or even re-enter speech therapy.

I grew up with speech issues and was diagnosed with ADHD in college, so I mostly struggle with: organizing my thoughts while talking, using more filler words, repeating words.

Advice? Similar stories?",4.0,6.0,3.0,2024-09-17 23:16:17,https://www.fishbowlapp.com/post/i-need-to-work-on-my-storytelling-and-overall-presentation-skills-to-get-to-the-next-level-in-my-career-this-has-always-been,219
ADHD,a Lead 1,San Diego State University,Finance,11d,has anyone gotten full time remote wfh as reasonable accommodations due to adhd/autism?,4.0,6.0,,2024-09-17 23:16:29,https://www.fishbowlapp.com/post/has-anyone-gotten-full-time-remote-wfh-as-reasonable-accommodations-due-to-adhdautism,220
ADHD,a Researcher,San Diego State University,ADHD Professionals,9 months,"I’ve noticed on days I don’t take my medication, I am very sleepy all day. Is taking the medication to avoid sleepiness and feel alert an appropriate use of the drug? I was told to take it to reduce adhd symptoms. But sleepiness isn’t an adhd symptom.",4.0,7.0,,2024-09-17 23:16:59,https://www.fishbowlapp.com/post/ive-noticed-on-days-i-dont-take-my-medication-i-am-very-sleepy-all-day-is-taking-the-medication-to-avoid-sleepiness-and-feel,221
ADHD,a Sales Specialist 1,San Diego State University,Vancouver,8 months,"Looking for guidance on going on short term disability for anxiety, depression and ADHD. I work Microsoft and they have short term disability benefits that I'll be applying for today. If anyone has any info about the process that would be very helpful. I'm specifically wondering about disability for mental health issues. I was diagnosed with depression and anxiety 13 years ago and ADHD a few months ago.",8.0,8.0,1.0,2024-09-17 23:17:24,https://www.fishbowlapp.com/post/looking-for-guidance-on-going-on-short-term-disability-for-anxiety-depression-and-adhd-i-work-microsoft-and-they-have,222
ADHD,an Associate,San Diego State University,Big Law,9 months,"Does your firm address neurodiversity as part of its DEI program? I’m recently coming to understand my own neurodiversity and also coming to suspect that a good number of attorneys I know have ASD. In my experience, diagnoses like ADHD or depression are less taboo in the legal community and among millennials. But what about autism spectrum? Is anyone talking about this at your firm? I think it would be helpful and even life changing for those who are yet unaware of their own neurodiversity.",7.0,5.0,4.0,2024-09-17 23:17:43,https://www.fishbowlapp.com/post/does-your-firm-address-neurodiversity-as-part-of-its-dei-program-im-recently-coming-to-understand-my-own-neurodiversity-and-also,223
ADHD,an Educational Technologist II 1,San Diego State University,ADHD Professionals,7 months,Does anyone have any advice on managing executive dysfunction and other adhd/bpd symptoms? I'm planning on obtaining medication again but if there are any other real world /EFFECTIVE alternatives I would LOVE to hear them. I've been really struggling lately despite the therapy and meds I've taken in the past....,6.0,4.0,1.0,2024-09-17 23:17:57,https://www.fishbowlapp.com/post/does-anyone-have-any-advice-on-managing-executive-dysfunction-and-other-adhdbpd-symptoms-im-planning-on-obtaining-medication,224
ADHD,a Junior Copywriter,San Diego State University,Advertising,9 months,"Creatives with ADHD, what are some things that are helpful for your partner to know or do? I want to be an effective creative partner to my AD. I hope this is an appropriate question to ask.",4.0,6.0,1.0,2024-09-17 23:18:09,https://www.fishbowlapp.com/post/creatives-with-adhd-what-are-some-things-that-are-helpful-for-your-partner-to-know-or-do-i-want-to-be-an-effective-creative,225
ADHD,a Business Analyst 1,San Diego State University,Confession,5 months,"Anonymous confession - I am neurodivergent (ADHD). Not many people understand me, not even family or my ex-SO. Most of the world thinks the same way, and is motivated by the same things. But I’m happy with my differences. It would be nice if I had a supportive partner/family, and it’s a bit saddening to think I’m not accepted the same way neurotypical people are.",7.0,12.0,,2024-09-17 23:18:23,https://www.fishbowlapp.com/post/i-am-neurodivergent-adhd-not-many-people-understand-me-not-even-family-or-my-ex-so-most-of-the-world-thinks-the-same-way-and,226
ADHD,an Associate,San Diego State University,"Charlotte, NC",10 months,"Has anyone had experience getting tested and treated for ADHD as an adult? If so who do go to to start the process of being evaluated? I’m struggling with staying on task at work and just an all over the place type of person and interested to see if this is due to ADHD.

Any doctor recommendations in the Charlotte area would be much appreciated. Thanks!",2.0,7.0,2.0,2024-09-17 23:30:15,https://www.fishbowlapp.com/post/has-anyone-had-experience-getting-tested-and-treated-for-adhd-as-an-adult-if-so-who-do-go-to-to-start-the-process-of-being-evaluated,227
ADHD,a Legal Counsel,San Diego State University,Lawyers with ADHD,5 months,"For those diagnosed with ADHD as an adult, what are some things you did / focused on in the first weeks/months following your formal diagnosis? I was diagnosed this month at the age of 33 and I’m finding myself in a “okay, now what?” mood. All the content I’m consuming is becoming overwhelming (books, podcasts, social media, etc).",6.0,9.0,3.0,2024-09-17 23:30:26,https://www.fishbowlapp.com/post/for-those-diagnosed-with-adhd-as-an-adult-what-are-some-things-you-did-focused-on-in-the-first-weeksmonths-following-your,228
ADHD,a Program Manager 1,San Diego State University,ADHD Professionals,8 months,"What do you do when you cant get your ADHD meds? Ive called pharmacies in different states even…it’s hopeless.

Any tips for focusing without?",2.0,8.0,1.0,2024-09-17 23:30:55,https://www.fishbowlapp.com/post/what-do-you-do-when-you-cant-get-your-adhd-meds-ive-called-pharmacies-in-different-states-evenits-hopeless-any-tips-for,229
ADHD,an Associate Attorney,San Diego State University,Lawyers with ADHD,8 months,Having a hard time advocating for myself during ADHD evaluations. I’ve had two with different results so I’m going to seek a third opinion. Thoughts on me writing down how I feel/ symptoms and taking those notes to the evaluation? This has been such a long and hard process that I’m starting to think the life I have is regular and there must be nothing wrong with me. But I feel like something is wrong. 😞,4.0,10.0,1.0,2024-09-17 23:31:08,https://www.fishbowlapp.com/post/having-a-hard-time-advocating-for-myself-during-adhd-evaluations-ive-had-two-with-different-results-so-im-going-to-seek-a,230
ADHD,an Investment Banking Analyst,San Diego State University,Los Angeles,a year,Anyone know a doctor that is on the lenient side of diagnosing ADHD and prescribing adderall?,7.0,11.0,1.0,2024-09-17 23:31:22,https://www.fishbowlapp.com/post/anyone-know-a-doctor-that-is-on-the-lenient-side-of-diagnosing-adhd-and-prescribing-adderall,231
ADHD,a HR Consultant 1,San Diego State University,ADHD Professionals,4 months,"Diagnosed about a year ago with ADHD and anxiety. I’m in my 50s. I keep Thinking back to all the jobs I’ve had where attention to detail was such an issue and I just thought I was an idiot. Which would trigger my anxiety. I’ve been fired or laid off from so many positions. The only reason I realized I might have ADHD, was the need for my high paying super detail oriented job and google. Now I’m on Qelbree and anti-anxiety meds and it’s made such a difference. Wish I would have known earlier",25.0,4.0,2.0,2024-09-17 23:31:41,https://www.fishbowlapp.com/post/diagnosed-about-a-year-ago-with-adhd-and-anxiety-im-in-my-50s-i-keep-thinking-back-to-all-the-jobs-ive-had-where-attention-to,232
ADHD,,San Diego State University,ADHD Professionals,6 months,"Has anyone else found it difficult to be open with employers about ADHD? I work in the Gulf of Mexico, and others in my line of work have used the excuse of being ADHD as a method to mask drug use or an excuse to abuse the medication. Is this something that is just prominent in my field?",8.0,13.0,1.0,2024-09-17 23:32:48,https://www.fishbowlapp.com/post/has-anyone-else-found-it-difficult-to-be-open-with-employers-about-adhd-i-work-in-the-gulf-of-mexico-and-others-in-my-line-of,233
ADHD,a Human Resources 1,San Diego State University,ADHD Professionals,6 months,"Has anyone ever felt that because of your ADHD that you are being punished at your job? Looking back at my past work experience at Wasserman Next Gen, I continually think back to leaving that I was being punished then pushed out of the company, especially by my manager and their manager. I am not sure if I should've done things differently or even if I could potentially get my job back. I absolutely loved my job, really helping people, but just my manager ruined it and my mind just goes back.",12.0,6.0,,2024-09-17 23:33:20,https://www.fishbowlapp.com/post/has-anyone-ever-felt-that-because-of-your-adhd-that-you-are-being-punished-at-your-job-looking-back-at-my-past-work-experience-at,234
ADHD,an Analyst,San Diego State University,ADHD Professionals,5 months,"I couldn't maintain good sleep hygiene since I was young (watching tv, scrolling on my phone, reading for hours, etc). I heard it's a common struggle with folks with ADHD. I often stayed up hours past regular people's bedtime times or unintentionally pulled all nighters. There were seasons where I would avoid caffine past 1pm, work out, set reminders, and put away my phone far away, but those routines never stuck with me. It's affecting work now. How do you manage your sleep hygiene/routine?",8.0,5.0,2.0,2024-09-17 23:33:44,https://www.fishbowlapp.com/post/i-couldnt-maintain-good-sleep-hygiene-since-i-was-young-watching-tv-scrolling-on-my-phone-reading-for-hours-etc-i-heard-its,235
ADHD,a Chief Executive Officer,San Diego State University,ADHD Consultants,7 months,On a scale of 1-10 how would you rate your ADHD when unmedicated? 1 being you lose your keys on the regular to 10 being you had to be tied down in your chair by a teacher in elementary school.,1.0,12.0,,2024-09-17 23:33:58,https://www.fishbowlapp.com/post/on-a-scale-of-1-10-how-would-you-rate-your-adhd-when-unmedicated-1-being-you-lose-your-keys-on-the-regular-to-10-being-you-had,236
ADHD,a Social Services,San Diego State University,ADHD Professionals,22d,"I’m a 61-year-old social worker with 13 years of experience, but recently I’ve faced challenges due to an ADHD diagnosis. I’ve lost two recent positions in a row, which has raised concerns. I write strong cover letters and have relevant experience but haven’t been getting callbacks. Should I address my ADHD in my cover letters to better explain these issues? Any advice would be appreciated.

Thanks,
Mick",2.0,7.0,,2024-09-17 23:34:22,https://www.fishbowlapp.com/post/im-a-61-year-old-social-worker-with-13-years-of-experience-but-recently-ive-faced-challenges-due-to-an-adhd-diagnosis-ive,237
ADHD,a Chief Executive Officer,San Diego State University,ADHD Consultants,23d,I previously posted here that I thought too much screen time was causing a lot of issues including adhd symptoms. So I finally took a real break about a couple of weeks ago. And my life did get better. (Surprise!). More in comments,3.0,7.0,2.0,2024-09-17 23:34:47,https://www.fishbowlapp.com/post/i-previously-posted-here-that-i-thought-too-much-screen-time-was-causing-a-lot-of-issues-including-adhd-symptoms-so-i-finally,238
ADHD,an Associate,San Diego State University,Lawyers with ADHD,6 months,"Does anyone have ADHD coach recommendations specifically for lawyers and/or tips for some issues I’m having? I have done therapy and it helped with thought patterns that were exacerbating my stress and in turn making my symptoms worse. But now that I’ve moved past that, I think I need help working to fix some very targeted executive functioning issues I’m noticing, namely: (1) task initiation for boring, overwhelming, or complicated tasks; (cont’d in comments….)",5.0,13.0,2.0,2024-09-17 23:35:01,https://www.fishbowlapp.com/post/does-anyone-have-adhd-coach-recommendations-i-have-done-therapy-and-it-helped-with-thought-patterns-that-were-exacerbating-my,239
ADHD,,San Diego State University,Accounting,3 months,"Never been diagnosed. Never needed to. I knew I had ""problems"" and had no name to it. It's not a bandwagon fad like boomers call it. I simply see 10/10 relatable ADHD/ADD videos and light bulbs go off.

I've lived 28 years. Managed my life to the T with insane checklists, crazy process notebooks. I was. THE one that had her life together to compensate the missing brain part.

Until this company. I've basically fallen apart. Mistakes left and right. I've fallen and can't get back up...",8.0,10.0,,2024-09-17 23:35:55,https://www.fishbowlapp.com/post/never-been-diagnosed-never-needed-to-i-knew-i-had-problems-and-had-no-name-to-it-its-not-a-bandwagon-fad-like-boomers-call-it,240
ADHD,a Consultant,San Diego State University,ADHD Consultants,a month,"I'm in my early 50s. I've struggled with adhd all my life. Lately, I have started to notice a significant decrease in my memory power. I often forget names of my coworkers or just words in general..I am also skipping words when reading emails or documents and I have difficulty at times being concise or to get to the point. I can tell my coworkers are losing patience. I am also feeling extremely tired most of the days which I think is contributing to it all.
/Losing hope",3.0,17.0,2.0,2024-09-17 23:36:36,https://www.fishbowlapp.com/post/im-in-my-early-50s-ive-struggled-with-adhd-all-my-life-lately-i-have-started-to-notice-a-significant-decrease-in-my-memory-power,241
ADHD,a Senior Manager 1,San Diego State University,Consulting,2 months,"Managers, SMs and SCs that have made it in the big 4, need some much needed motivation: can you tell me how you dealt with ADHD and yet move up the ladder? Medication surely can’t be the only solution- would love some success stories ftom ppl that can relate to this, have been there and done that!",3.0,5.0,1.0,2024-09-17 23:37:06,https://www.fishbowlapp.com/post/managers-sms-and-scs-that-have-made-it-in-the-big-4-need-some-much-needed-motivation-can-you-tell-me-how-you-dealt-with-adhd,242
