Neurodiversity	Posted By	Employer	Time Posted	Content	Reactions	Timestamp Collected	Post URL	Hierarchy	Post ID	Comment ID,Neurodiversity,Posted By,Employer,Time Posted,Content,Reactions,Timestamp Collected,Post URL,Hierarchy,Post ID,Comment ID
,Autism,Other,PwC 1,9 months,"Agree with all of the comments - the spectrum is SO wide and you can still live an amazing, high functioning life with ASD. My nephew is on the spectrum, and they were serious about getting him in intense therapies and treatments as soon as his diagnosis at 3. Now he’s approaching 6, and you can barely tell.

*Note: I’m not saying that Autistic individuals need therapy, as I believe ASD, in its simplest form, is another variation in the spectrum of human traits versus a “disorder”. This is just the path they chose for their son, and the benefits have been immense.",1,2024-09-19 20:31:00,https://www.fishbowlapp.com/post/speech-specialist-wants-my-daughter-to-be-fully-evaluated-for-autism-words-you-never-want-to-hear,1.0,6.0,179.0
,Autism,Other,an Engineer 1,9 months,"To be honest if you get her evaluated they will say she’s autistic. Everyone they test these days is autistic. Can’t tell you how many people back in my day were “quirky”…now they’re all autistic. Heck, I bet I would be labeled autistic if I was a kid today. It’s dumb, you know your kid best, you know how to raise her, you’ll do right by her whether she’s labeled as autistic or not",1,2024-09-19 20:31:00,https://www.fishbowlapp.com/post/speech-specialist-wants-my-daughter-to-be-fully-evaluated-for-autism-words-you-never-want-to-hear,1.0,6.0,180.0
,Autism,Other,an Assurance Senior Manager 1,9 months,Really? I had my twins evaluated in 2017 and neither were diagnosed with autism.,,2024-09-19 20:31:01,https://www.fishbowlapp.com/post/speech-specialist-wants-my-daughter-to-be-fully-evaluated-for-autism-words-you-never-want-to-hear,2.0,6.0,181.0
,Autism,Other,an Assurance Senior Manager 1,9 months,Really? I had my twins evaluated in 2017 and neither were diagnosed with autism.,,2024-09-19 20:31:01,https://www.fishbowlapp.com/post/speech-specialist-wants-my-daughter-to-be-fully-evaluated-for-autism-words-you-never-want-to-hear,1.0,6.0,182.0
,Autism,Other,a Director 1,9 months,"Thank you, all ❤️

For context, my daughter will be 3 soon. We were told the symptoms/observations were speech delay (what originally triggered the closer look), referring to herself in 3rd person, not making eye contact, not engaging socially, walking on tippy toes. Not sure what to make of it. She sure is obstinate and somewhat antisocial (like me). Now we wait for the full evaluation.",3,2024-09-19 20:31:01,https://www.fishbowlapp.com/post/speech-specialist-wants-my-daughter-to-be-fully-evaluated-for-autism-words-you-never-want-to-hear,1.0,6.0,183.0
,Autism,Other,a Director 1,9 months,"Whatever the results are, you are a wonderful parent and your child will be loved and will be a super star just like parents. I have a nephew who was diagnosed at same age as your child, and it was equal learning for parents to manage their emotions while also learning about autism and how they can help their son.","1
reactions",2024-09-19 20:31:01,https://www.fishbowlapp.com/post/speech-specialist-wants-my-daughter-to-be-fully-evaluated-for-autism-words-you-never-want-to-hear,2.0,6.0,184.0
,Autism,Other,a Director 1,9 months,"Whatever the results are, you are a wonderful parent and your child will be loved and will be a super star just like parents. I have a nephew who was diagnosed at same age as your child, and it was equal learning for parents to manage their emotions while also learning about autism and how they can help their son.",1,2024-09-19 20:31:01,https://www.fishbowlapp.com/post/speech-specialist-wants-my-daughter-to-be-fully-evaluated-for-autism-words-you-never-want-to-hear,1.0,6.0,185.0
,Autism,Other,a Senior Associate 1,9 months,"Sorry your parent path might take a detour to a different destination, but sounds like an awesome opportunity to better understand your kid rather than being the news you don’t want to hear.",,2024-09-19 20:31:01,https://www.fishbowlapp.com/post/speech-specialist-wants-my-daughter-to-be-fully-evaluated-for-autism-words-you-never-want-to-hear,1.0,6.0,186.0
,Autism,Other,Boston Consulting Group 1,9 months,"An evaluation is just that and nothing more. After it is done you will have more information, options, and potentially resources. That’s a good thing! The more tools you have at your disposal to help your daughter achieve her full potential the better. Wishing you and your family all the best OP.",1,2024-09-19 20:31:01,https://www.fishbowlapp.com/post/speech-specialist-wants-my-daughter-to-be-fully-evaluated-for-autism-words-you-never-want-to-hear,1.0,6.0,187.0
,Autism,Other,a Cybersecurity Account Manager 1,9 months,Oh no! Hopefully you have a good support system around you,,2024-09-19 20:31:01,https://www.fishbowlapp.com/post/speech-specialist-wants-my-daughter-to-be-fully-evaluated-for-autism-words-you-never-want-to-hear,1.0,6.0,188.0
,Autism,Other,EY 2,9 months,"Don’t get her any more vaccines. Start her on a heavy metal detox. Fully reversed my son on any residual effects. He graduated 11th in his HS class, just graduated with honors from college and he’s now a chemical engineer.",2,2024-09-19 20:31:02,https://www.fishbowlapp.com/post/speech-specialist-wants-my-daughter-to-be-fully-evaluated-for-autism-words-you-never-want-to-hear,1.0,6.0,189.0
,Autism,Other,PwC 1,9 months,How did you do all of this? Can you elaborate?,,2024-09-19 20:31:02,https://www.fishbowlapp.com/post/speech-specialist-wants-my-daughter-to-be-fully-evaluated-for-autism-words-you-never-want-to-hear,2.0,6.0,190.0
,Autism,Other,EY 2,9 months,"I changed his foods completely as most are filled with poisonous compounds (minimized all seed oils, refined sugars or corn syrup, fake sugars, dyes, fragrance, “ natural flavoring”).

Big adjustments in the short run on this and adding particular foods, especially those high in vitamin C, such as citrus fruits, to help reduce the absorption of heavy metals. It’s important to follow a balanced whole food diet to support your body’s ability to detoxify heavy metals. Get rid of processed foods completely. No boxes or bagged food. More fiber and foods rich in antioxidants. Lots of water. No sugary drinks, but whole farm fresh milk was great. You could make it chocolate milk but do it with organic cocoa or chocolate. Good fats like butter, whole milk, avocado, eggs, etc.

He had taken a huge turn when he was 2. I could see it in his face, coloring and darker circles around his eyes. It was so scary. It was not easy but thank goodness I did it, it was more than worth anything in the world. He’s an amazing intelligent young adult today!","3
reactions",2024-09-19 20:31:02,https://www.fishbowlapp.com/post/speech-specialist-wants-my-daughter-to-be-fully-evaluated-for-autism-words-you-never-want-to-hear,3.0,6.0,191.0
,Autism,Other,EY 2,9 months,"I changed his foods completely as most are filled with poisonous compounds (minimized all seed oils, refined sugars or corn syrup, fake sugars, dyes, fragrance, “ natural flavoring”).

Big adjustments in the short run on this and adding particular foods, especially those high in vitamin C, such as citrus fruits, to help reduce the absorption of heavy metals. It’s important to follow a balanced whole food diet to support your body’s ability to detoxify heavy metals. Get rid of processed foods completely. No boxes or bagged food. More fiber and foods rich in antioxidants. Lots of water. No sugary drinks, but whole farm fresh milk was great. You could make it chocolate milk but do it with organic cocoa or chocolate. Good fats like butter, whole milk, avocado, eggs, etc.

He had taken a huge turn when he was 2. I could see it in his face, coloring and darker circles around his eyes. It was so scary. It was not easy but thank goodness I did it, it was more than worth anything in the world. He’s an amazing intelligent young adult today!",3,2024-09-19 20:31:02,https://www.fishbowlapp.com/post/speech-specialist-wants-my-daughter-to-be-fully-evaluated-for-autism-words-you-never-want-to-hear,1.0,6.0,192.0
,Autism,Other,a Senior Engineer 1,3 months,"Noise canceling headphones + music. Music is always the fastest way for me calm down with the added bonus of when people see large over-ear headphones they think twice about interrupting me while I'm working, since there is the possibility that I'm on a call.",4,2024-09-19 20:31:21,https://www.fishbowlapp.com/post/does-anyone-else-with-autism-andor-adhd-working-in-a-corporate-office-feel-so-out-of-place-i-struggle-so-much-and-when-i-get,1.0,7.0,193.0
,Autism,Author,Authora Claims Adjuster,3 months,"Thank you, I’ve been considering getting some for the office. I’ll look more into this!","1
reactions",2024-09-19 20:31:21,https://www.fishbowlapp.com/post/does-anyone-else-with-autism-andor-adhd-working-in-a-corporate-office-feel-so-out-of-place-i-struggle-so-much-and-when-i-get,2.0,7.0,194.0
,Autism,Author,Authora Claims Adjuster,3 months,"Thank you, I’ve been considering getting some for the office. I’ll look more into this!",1,2024-09-19 20:31:21,https://www.fishbowlapp.com/post/does-anyone-else-with-autism-andor-adhd-working-in-a-corporate-office-feel-so-out-of-place-i-struggle-so-much-and-when-i-get,1.0,7.0,195.0
,Autism,Author,an Associate Creative Director 1,3 months,"Autistic with ADHD here.

A big help is finding a job/field that is a good match for you. A wrong fit is disastrous. If you can find something that allows you to work remote, or at least have some flexibility in terms of what you wear, how long you sit, and how you manage your time, that would help.
If you have ADHD, are you taking any meds? It’s worth having a chat with your doctor and try a few different options until you find something that works for you.
As others have suggested, headphones are a good option if you’re allowed to use those at your workplace.",3,2024-09-19 20:31:21,https://www.fishbowlapp.com/post/does-anyone-else-with-autism-andor-adhd-working-in-a-corporate-office-feel-so-out-of-place-i-struggle-so-much-and-when-i-get,1.0,7.0,196.0
,Autism,Author,Authora Claims Adjuster,2 months,"I’m not taking meds yet, though I may talk to my doctor about this at my next appointment. The headphones definitely help a lot though for now. Thanks so much for your response!",,2024-09-19 20:31:21,https://www.fishbowlapp.com/post/does-anyone-else-with-autism-andor-adhd-working-in-a-corporate-office-feel-so-out-of-place-i-struggle-so-much-and-when-i-get,2.0,7.0,197.0
,Autism,Author,Authora Claims Adjuster,2 months,"I’m not taking meds yet, though I may talk to my doctor about this at my next appointment. The headphones definitely help a lot though for now. Thanks so much for your response!",,2024-09-19 20:31:21,https://www.fishbowlapp.com/post/does-anyone-else-with-autism-andor-adhd-working-in-a-corporate-office-feel-so-out-of-place-i-struggle-so-much-and-when-i-get,1.0,7.0,198.0
,Autism,Author,an Executive Assistant 1,3 months,"I don’t have either Autism or ADHD, but I heard that journaling helps a lot, specially if you struggle a lot with those issues.",2,2024-09-19 20:31:22,https://www.fishbowlapp.com/post/does-anyone-else-with-autism-andor-adhd-working-in-a-corporate-office-feel-so-out-of-place-i-struggle-so-much-and-when-i-get,1.0,7.0,199.0
,Autism,Author,Authora Claims Adjuster,3 months,"Thank you, this does help a lot to clear my mind!","1
reactions",2024-09-19 20:31:22,https://www.fishbowlapp.com/post/does-anyone-else-with-autism-andor-adhd-working-in-a-corporate-office-feel-so-out-of-place-i-struggle-so-much-and-when-i-get,2.0,7.0,200.0
,Autism,Other,a Principal 1,3 months,"If you aren’t neurodivergent, why even say anything? It doesn’t help to have neurotypical people providing advice since they don’t understand what our experiences are.

MYOB.",,2024-09-19 20:31:22,https://www.fishbowlapp.com/post/does-anyone-else-with-autism-andor-adhd-working-in-a-corporate-office-feel-so-out-of-place-i-struggle-so-much-and-when-i-get,3.0,7.0,201.0
,Autism,Other,an Executive Assistant 1,3 months,That’s called a goalpost fallacy Principal 1. Look it up.,"2
reactions",2024-09-19 20:31:22,https://www.fishbowlapp.com/post/does-anyone-else-with-autism-andor-adhd-working-in-a-corporate-office-feel-so-out-of-place-i-struggle-so-much-and-when-i-get,4.0,7.0,202.0
,Autism,Other,a Principal 1,3 months,"No. I’m tired of NT people grasping at straws to try to “help” us.

Would it kill you to STFU ONCE and let us that deal with this talk amongst ourselves and come to our own conclusions?","1
reactions",2024-09-19 20:31:22,https://www.fishbowlapp.com/post/does-anyone-else-with-autism-andor-adhd-working-in-a-corporate-office-feel-so-out-of-place-i-struggle-so-much-and-when-i-get,5.0,7.0,203.0
,Autism,Other,HCA Healthcare 1,3 months,"Great idea EA1. It helps my autistic family members who go through stress.
P1-if you go through life ignoring advice from everyone but those with autism, you are missing out. Your only advice was saying you can’t work in the office anymore-not very helpful advice.","2
reactions",2024-09-19 20:31:22,https://www.fishbowlapp.com/post/does-anyone-else-with-autism-andor-adhd-working-in-a-corporate-office-feel-so-out-of-place-i-struggle-so-much-and-when-i-get,6.0,7.0,204.0
,Autism,Other,a Principal 1,3 months,"Why should I take advice from someone who has NO CLUE how an autistic or ADHD brain even works?

No.

I’ll stick to advice from people who have my shared experience, thank you. Plus, as someone who works in healthcare, even if it’s from the admin/financial side of the aisle for an unscrupulous for-profit healthcare system that gives the rest of us a bad name, you should know better.",,2024-09-19 20:31:22,https://www.fishbowlapp.com/post/does-anyone-else-with-autism-andor-adhd-working-in-a-corporate-office-feel-so-out-of-place-i-struggle-so-much-and-when-i-get,7.0,7.0,205.0
,Autism,Other,an Executive Assistant 1,3 months,"Principal 1: following that same logic, you should only be seen by a doctor who’s also autistic or with ADHD. Your premise is that only animals are qualified to be veterinarians. And besides, nobody appointed you as the sole and authorized expert on the matter.","1
reactions",2024-09-19 20:31:22,https://www.fishbowlapp.com/post/does-anyone-else-with-autism-andor-adhd-working-in-a-corporate-office-feel-so-out-of-place-i-struggle-so-much-and-when-i-get,8.0,7.0,206.0
,Autism,Other,HCA Healthcare 1,3 months,"You have no clue how neurotypical brains work so by your logic, you should never give advice to those people. Smh. Open minded people learn more. Try it.",,2024-09-19 20:31:23,https://www.fishbowlapp.com/post/does-anyone-else-with-autism-andor-adhd-working-in-a-corporate-office-feel-so-out-of-place-i-struggle-so-much-and-when-i-get,9.0,7.0,207.0
,Autism,Other,a Principal 1,3 months,"No. Theres a big damn difference between a rando secretary giving advice who only learns from the internet about neurodivergent brains and a healthcare professional who goes to school to learn about them and continues to read up on them in reputed medical and scientific journals.

And since you’re just a secretary, you lose in this scenario, don’t you? 🤔

I’ll stick with my peers and subject matter experts, which you obviously are not.",,2024-09-19 20:31:23,https://www.fishbowlapp.com/post/does-anyone-else-with-autism-andor-adhd-working-in-a-corporate-office-feel-so-out-of-place-i-struggle-so-much-and-when-i-get,10.0,7.0,208.0
,Autism,Other,an Executive Assistant 1,3 months,"Ok Principal 1, show us your qualifications. What is your area of expertise? Are you also a college professor? How many peer-reviewed papers, scientific journals, and books have you published?

And btw, nice strawman. You say only will engage with your peers, but at the same time you have the urge to own a “rando secretary” 😂

That tells me a lot about your character as a person. The need to belittle others so that you feel more powerful. The Autistic people I know are kind and sweet. But you seem to be a jerk, and that’s entirely your fault.","1
reactions",2024-09-19 20:31:23,https://www.fishbowlapp.com/post/does-anyone-else-with-autism-andor-adhd-working-in-a-corporate-office-feel-so-out-of-place-i-struggle-so-much-and-when-i-get,11.0,7.0,209.0
,Autism,Other,an Executive Assistant 1,3 months,"Ok Principal 1, show us your qualifications. What is your area of expertise? Are you also a college professor? How many peer-reviewed papers, scientific journals, and books have you published?

And btw, nice strawman. You say only will engage with your peers, but at the same time you have the urge to own a “rando secretary” 😂

That tells me a lot about your character as a person. The need to belittle others so that you feel more powerful. The Autistic people I know are kind and sweet. But you seem to be a jerk, and that’s entirely your fault.",1,2024-09-19 20:31:23,https://www.fishbowlapp.com/post/does-anyone-else-with-autism-andor-adhd-working-in-a-corporate-office-feel-so-out-of-place-i-struggle-so-much-and-when-i-get,1.0,7.0,210.0
,Autism,Other,PwC 1,3 months,"Medication (few tries, few fails), noise cancelling headphones, blocking out my calendar in large chunks so I can work/review without meetings, made a few close friends to drag to social interactions with me 😂",3,2024-09-19 20:31:23,https://www.fishbowlapp.com/post/does-anyone-else-with-autism-andor-adhd-working-in-a-corporate-office-feel-so-out-of-place-i-struggle-so-much-and-when-i-get,1.0,7.0,211.0
,Autism,Other,The Walt Disney Company 1,3 months,Definitely noise cancelling headphones. My ADHD makes me restless so I make it a point to get up every hour and walk for 5 mins. A standing desk helps too so I can move / fidget while working.,2,2024-09-19 20:31:23,https://www.fishbowlapp.com/post/does-anyone-else-with-autism-andor-adhd-working-in-a-corporate-office-feel-so-out-of-place-i-struggle-so-much-and-when-i-get,1.0,7.0,212.0
,Autism,Other,PwC 1,3 months,Love my standing desk as well!,"1
reactions",2024-09-19 20:31:23,https://www.fishbowlapp.com/post/does-anyone-else-with-autism-andor-adhd-working-in-a-corporate-office-feel-so-out-of-place-i-struggle-so-much-and-when-i-get,2.0,7.0,213.0
,Autism,Other,PwC 1,3 months,Love my standing desk as well!,1,2024-09-19 20:31:23,https://www.fishbowlapp.com/post/does-anyone-else-with-autism-andor-adhd-working-in-a-corporate-office-feel-so-out-of-place-i-struggle-so-much-and-when-i-get,1.0,7.0,214.0
,Autism,Other,a Manager 1,3 months,"I take Zoloft, different playlists for specific moods, chewing gum and little gadgets to play with.",,2024-09-19 20:31:24,https://www.fishbowlapp.com/post/does-anyone-else-with-autism-andor-adhd-working-in-a-corporate-office-feel-so-out-of-place-i-struggle-so-much-and-when-i-get,1.0,7.0,215.0
,Autism,Other,a Principal 1,3 months,"I work remotely and will never go back to an office.

I am AuDHD and I’ve been attending an onsite meeting the past two days. That sealed the deal that I never want to go back to working in an office again, since even the commute was hell.",5,2024-09-19 20:31:24,https://www.fishbowlapp.com/post/does-anyone-else-with-autism-andor-adhd-working-in-a-corporate-office-feel-so-out-of-place-i-struggle-so-much-and-when-i-get,1.0,7.0,216.0
,Autism,Other,Marshfield clinic health system 1,3 months,"I recommend working with a therapist to help identify triggers and situations so you can be more prepared to navigate them. Grounding techniques also help which a therapist can assist with. From an HR and workplace accommodation side, you can contact your states vocational rehabilitation office to get assistance with obtaining formalized accommodations which an employer is more apt to recognize from a specialist.",2,2024-09-19 20:31:24,https://www.fishbowlapp.com/post/does-anyone-else-with-autism-andor-adhd-working-in-a-corporate-office-feel-so-out-of-place-i-struggle-so-much-and-when-i-get,1.0,7.0,217.0
,Autism,Other,a Content Designer 1,3 months,Get with a support group online. They can help you advocate for what you need from your employer to be successful.,,2024-09-19 20:31:24,https://www.fishbowlapp.com/post/does-anyone-else-with-autism-andor-adhd-working-in-a-corporate-office-feel-so-out-of-place-i-struggle-so-much-and-when-i-get,1.0,7.0,218.0
,Autism,Other,an IXD Design 1,3 months,"I am autistic. In your off time you can go onto Instagram or some other platform and see how we are many and all suffering the same exact issues in ways neurotypicals can rarely undetstand, though the bridge between us is growing stronger. Just seeing them, hearing their repeated stories will bring you comfort and perhaps some tools and conversation to utilize. Masking, which the corporate world I imagine takes to an extreme to get ahead of others, is not so much the healthy choice. I am glad you voiced your frustration.",1,2024-09-19 20:31:24,https://www.fishbowlapp.com/post/does-anyone-else-with-autism-andor-adhd-working-in-a-corporate-office-feel-so-out-of-place-i-struggle-so-much-and-when-i-get,1.0,7.0,219.0
,Autism,Author,Authora Claims Adjuster,2 months,"Thank you, it’s comforting even just hearing from you here. I’ll be looking for little online communities as I’m sure there are plenty where ideas are being traded. Thank you!",,2024-09-19 20:31:24,https://www.fishbowlapp.com/post/does-anyone-else-with-autism-andor-adhd-working-in-a-corporate-office-feel-so-out-of-place-i-struggle-so-much-and-when-i-get,2.0,7.0,220.0
,Autism,Author,Authora Claims Adjuster,2 months,"Thank you, it’s comforting even just hearing from you here. I’ll be looking for little online communities as I’m sure there are plenty where ideas are being traded. Thank you!",,2024-09-19 20:31:24,https://www.fishbowlapp.com/post/does-anyone-else-with-autism-andor-adhd-working-in-a-corporate-office-feel-so-out-of-place-i-struggle-so-much-and-when-i-get,1.0,7.0,221.0
,Autism,Other,a Clinical Appeals Nurse 1,6 months,"I asked our pediatrician about this. He was more natural minded. He said that it’s likely that the vaccine is the tipping point when the child is already borderline on the spectrum. They already might have the gut health issue and need to heal leaky gut (metabolic endotoxemia), certain genetic mutations like mthfr where they can’t detox well and then the ingredients in the vaccine push them fully into the spectrum. Follow the.holistic.mother on instagram, she has many great posts on this.",1,2024-09-19 20:31:49,https://www.fishbowlapp.com/post/what-is-your-opinions-on-vaccinations-specifically-on-our-youth-im-starting-to-lean-to-the-idea-of-it-causing-autism,1.0,8.0,222.0
,Autism,Other,Cleveland Clinic 1,6 months,"First off, don’t get discouraged by some comments that will imply you’re doing something wrong by asking ‘this question. Having the courage to ask questions such as this is how to learn obviously so keep it up. I transport the high risk neonates and pediatric patients. You are putting them at a higher risk of getting sick or having serious complications from something that is preventable with a vaccine. There was one study that showed a correlation between vaccinations and autism but was found to be extremely biased when peer reviewed and debunked by many other case studies. Even if there is a true possibility of it causing autism or some other executive dysfunction disorder that might be better than complications that end up minus a child.",1,2024-09-19 20:31:50,https://www.fishbowlapp.com/post/what-is-your-opinions-on-vaccinations-specifically-on-our-youth-im-starting-to-lean-to-the-idea-of-it-causing-autism,1.0,8.0,223.0
,Autism,Other,a Nursing Assistant 1,6 months,"I don't have kids, so I don't have an opinion. When we are planning to have kids, I will do a ton of research and listen to the experts. There's so much misinformation online that you really do have to be careful.",,2024-09-19 20:31:50,https://www.fishbowlapp.com/post/what-is-your-opinions-on-vaccinations-specifically-on-our-youth-im-starting-to-lean-to-the-idea-of-it-causing-autism,1.0,8.0,224.0
,Autism,Other,IU Health 1,6 months,"Everything causes autism if you read the right articles. We vaccinated both of our kids, no problems.",6,2024-09-19 20:31:50,https://www.fishbowlapp.com/post/what-is-your-opinions-on-vaccinations-specifically-on-our-youth-im-starting-to-lean-to-the-idea-of-it-causing-autism,1.0,8.0,225.0
,Autism,Other,a Customer Service Representative 1,6 months,I don’t feel they are connected,2,2024-09-19 20:31:50,https://www.fishbowlapp.com/post/what-is-your-opinions-on-vaccinations-specifically-on-our-youth-im-starting-to-lean-to-the-idea-of-it-causing-autism,1.0,8.0,226.0
,Autism,Other,,6 months,"It seems something less likely is causing autism, likely happening while we are growing, affecting our growing and forming brains",1,2024-09-19 20:31:50,https://www.fishbowlapp.com/post/what-is-your-opinions-on-vaccinations-specifically-on-our-youth-im-starting-to-lean-to-the-idea-of-it-causing-autism,1.0,8.0,227.0
,Autism,Other,a Clinical Laboratory Scientist 1,6 months,"I was vaccinated and all my nieces and nephews have been vaccinated, none of us have developed the condition. I believe the time at which Autism starts becoming detectable coincides with the time we start vaccinating. That does not make it the cause of the condition. Just a coincidence.",7,2024-09-19 20:31:50,https://www.fishbowlapp.com/post/what-is-your-opinions-on-vaccinations-specifically-on-our-youth-im-starting-to-lean-to-the-idea-of-it-causing-autism,1.0,8.0,228.0
,Autism,Other,a Clinical Care Manager 1,6 months,I know someone who did not vaccinate at all and her son has autism sooo…,4,2024-09-19 20:31:50,https://www.fishbowlapp.com/post/what-is-your-opinions-on-vaccinations-specifically-on-our-youth-im-starting-to-lean-to-the-idea-of-it-causing-autism,1.0,8.0,229.0
,Autism,Other,a Director of Quality 1,6 months,There is literally no connection between vaccines and autism. Being a nurse and even suggesting that is insane. Do some research. You are clearly in the wrong field.,7,2024-09-19 20:31:51,https://www.fishbowlapp.com/post/what-is-your-opinions-on-vaccinations-specifically-on-our-youth-im-starting-to-lean-to-the-idea-of-it-causing-autism,1.0,8.0,230.0
,Autism,Other,an Administration 1,6 months,"Having ASD myself, it's definitely not caused by vaccines. I've displayed signs of being on the spectrum since I was around a year old. Everything in our environment has some sort of impact on us, whether it is immediate or compounded over time. Do I think that exposure to heavy metals and environmental/nutritional toxins before and during pregnancy have an impact on a developing nervous system? Absolutely. However, there is no solid evidence that vaccines= Autism and we must not forget other variables such as heredity and socialization. Autism is an extremely complex condition, and most people barely touch the tip of the iceberg in terms of understanding.",4,2024-09-19 20:31:51,https://www.fishbowlapp.com/post/what-is-your-opinions-on-vaccinations-specifically-on-our-youth-im-starting-to-lean-to-the-idea-of-it-causing-autism,1.0,8.0,231.0
,Autism,Other,,6 months,"The old, inaccurate data that was originally pushing that narrative has long been dispelled as false.

As healthcare workers, we need to make sure we're finding our research from peer-reviewed medical journals",4,2024-09-19 20:31:51,https://www.fishbowlapp.com/post/what-is-your-opinions-on-vaccinations-specifically-on-our-youth-im-starting-to-lean-to-the-idea-of-it-causing-autism,1.0,8.0,232.0
,Autism,Other,a Director 1,6 months,How can you work in healthcare and believe this?,3,2024-09-19 20:31:51,https://www.fishbowlapp.com/post/what-is-your-opinions-on-vaccinations-specifically-on-our-youth-im-starting-to-lean-to-the-idea-of-it-causing-autism,1.0,8.0,233.0
,Autism,Other,a Manager Advisory Services 1,6 months,Pursue research based roles. I’m great at finding patterns and digging deep which is a huge strength of mine,18,2024-09-19 20:32:10,https://www.fishbowlapp.com/post/i-have-autism-and-i-feel-like-the-work-environment-is-more-challenging-how-have-you-used-autism-as-a-strength-and-been-successful-in,1.0,9.0,234.0
,Autism,Other,a Manager Advisory Services 1,6 months,"Any recommendations for specific role titles to keep an eye for within the big 4/mbb? I'd like to make a similar transition, and really don't want to go internal services.","1
reactions",2024-09-19 20:32:11,https://www.fishbowlapp.com/post/i-have-autism-and-i-feel-like-the-work-environment-is-more-challenging-how-have-you-used-autism-as-a-strength-and-been-successful-in,2.0,9.0,235.0
,Autism,Other,a Manager 1,6 months,Maybe accounting methods and credits?,"2
reactions",2024-09-19 20:32:11,https://www.fishbowlapp.com/post/i-have-autism-and-i-feel-like-the-work-environment-is-more-challenging-how-have-you-used-autism-as-a-strength-and-been-successful-in,3.0,9.0,236.0
,Autism,Other,a Manager 1,6 months,Maybe accounting methods and credits?,2,2024-09-19 20:32:11,https://www.fishbowlapp.com/post/i-have-autism-and-i-feel-like-the-work-environment-is-more-challenging-how-have-you-used-autism-as-a-strength-and-been-successful-in,1.0,9.0,237.0
,Autism,Other,a Vice President 1,6 months,"My brother is on the spectrum and it helps him excel at rules based logic. Applicable fields include some types of law, accounting, and some finance roles.

He is currently a senior accounting manager for a bank and aims to become a controller and then CFO.

Candidly anything where you follow and enforce something that requires high attention to detail will probably work since it plays to your strengths and limits confusing interpersonal interactions",13,2024-09-19 20:32:11,https://www.fishbowlapp.com/post/i-have-autism-and-i-feel-like-the-work-environment-is-more-challenging-how-have-you-used-autism-as-a-strength-and-been-successful-in,1.0,9.0,238.0
,Autism,Other,Restore aba and speech therapy (unverified) 1,6 months,"Great question! Understanding your strengths as an autistic individual can be a huge asset in navigating the workplace. Many autistic people excel at focus, detail, and following routines. Have you considered how these strengths could be leveraged in your current role?

At Restore ABA, we help individuals with autism develop strategies to thrive in different environments, including workplaces. We'd be happy to chat and learn more about your specific challenges – it could be valuable for both of us! Feel free to DM us if interested.",,2024-09-19 20:32:11,https://www.fishbowlapp.com/post/i-have-autism-and-i-feel-like-the-work-environment-is-more-challenging-how-have-you-used-autism-as-a-strength-and-been-successful-in,1.0,9.0,239.0
,Autism,Other,a Principal 1,6 months,Rizz em with the tism,8,2024-09-19 20:32:11,https://www.fishbowlapp.com/post/i-have-autism-and-i-feel-like-the-work-environment-is-more-challenging-how-have-you-used-autism-as-a-strength-and-been-successful-in,1.0,9.0,240.0
,Autism,Other,a Lead Internal Auditor 1,6 months,Don’t disclose it. People don’t need to know if your high functioning,,2024-09-19 20:32:11,https://www.fishbowlapp.com/post/i-have-autism-and-i-feel-like-the-work-environment-is-more-challenging-how-have-you-used-autism-as-a-strength-and-been-successful-in,1.0,9.0,241.0
,Autism,Other,a Director - Global Public Affairs 1,6 months,"I feel like a lot of risk and compliance work lends itself to this skill set. It also calls for creativity in finding ways to define/redefine policy, put in place mitigation and clarify grey areas but logic and being able develop and apply frameworks is central to the job.",,2024-09-19 20:32:12,https://www.fishbowlapp.com/post/i-have-autism-and-i-feel-like-the-work-environment-is-more-challenging-how-have-you-used-autism-as-a-strength-and-been-successful-in,1.0,9.0,242.0
,Autism,Other,an Attorney 2,9 months,"What kind of accommodations are you looking for? Whether or not it’s difficult will largely depend on your employer unfortunately. In theory, it should be easy to go to your employer (HR if you have them or manager if not) with a doctors note specifying your restrictions and how that restriction will help you perform your job. Sadly discrimination does still exist, but I do think it’s getting better. And if you are performing well, that’s all a lot of partners care about at the end of the day. The other good thing is, you do not need to disclose your specific disability to your manager. It may help in some situations, but in others (especially mental health) you may want to just ask for the accommodation.

I have a recent accommodation for another health condition (but one that is often stigmatized, not as much as mental health though). My manager does know what my condition is. I work from home as needed and have some minor changes to my office set up. Very easy to secure.",1,2024-09-19 20:32:40,https://www.fishbowlapp.com/post/have-any-of-yall-sought-accommodations-related-to-your-mental-health-diagnoses-like-adhd-autism-ocd-etc-what-types-of-accommodations-nrcf-5,1.0,10.0,243.0
